estabelecimento_referencia,position,title,rating,reviews,type,thumbnail,latitude,longitude
Doceria Tentação Mooca,5,Maria Baunilha,4.6,400,"['Candy store', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipMjEi4bnzfmQHnslKOwPJj5I-lR8QIc1xFQniQ=w156-h156-n-k-no,-23.559703199999998,-46.5879009
La Boulange - a padoca francesa,1,La boulange - a padoca francesa,4.6,241,['Cafe'],https://lh5.googleusercontent.com/p/AF1QipO6xpDkbfVDddVKWhgfrf2HqXkhXc1Db6N8wHk=w156-h156-n-k-no,-23.583676999999998,-46.6378607
La Boulange - a padoca francesa,2,La Boulange - A Padoca Francesa,4.2,26,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipOX1noOWb36PnKNXXa-2Yrs-LvzwgOIWBg3wydH=w156-h156-n-k-no,-23.5948961,-46.638036299999996
La Boulange - a padoca francesa,3,A Fornada Padaria Jardins,4.6,807,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipMrkL1POrq9HI8d7bkjozt5uXub5kONEMqd6qjb=w156-h156-n-k-no,-23.566645299999998,-46.664539399999995
La Boulange - a padoca francesa,4,Benjamin Bakery,4.2,1172,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipNZ4TNWNp90TbEoQ15M2nF32MvSF7GyMYBegVEg=w156-h156-k-no-pi-0-ya136.76999-ro0-fo100,-23.566644,-46.660745999999996
La Boulange - a padoca francesa,5,Padaria Astro Rei,4.4,1607,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipNvi91Nwcrw1sc6po1EgLh6x9rx-oh48WZN6RSb=w156-h156-n-k-no,-23.5697403,-46.654235799999995
Doce Luciana,1,Doce de Moça,4.7,3,['Pastries'],http://www.google.com/maps/vt/data=ydrbCr0hQXpvnqQ6J-NuLfyvSGgkdoujkGjNMJbOUcdTIh-ZhRbcIaSEj7zol0Ak3DUuruw9WAtqRZGIyxM93EyX-r8tL5TjMKw4T4MY1piB8TOorvR4nwLOVURjVYMcHdKDRJM3PFGtH8hEJkxzSK8,-23.4770135,-46.59369600000001
Doce Luciana,2,Doceliane Bolos & Doces,4.0,7,['Candy store'],http://www.google.com/maps/vt/data=2HwkdxYuljJ6qvzKKceVvDoZDCzOWPpsW-rGjxyECUaZXmQQ_ftxaXfSWr4zqktNmexD6lbzVQg2KKYOYhLv68dTS7W9GNrhSGynDq3DOj35HILRq5rzf-7-K0DF8nF4pV_9ASnWwMOfK4MOj4NSRkQ,-23.4904728,-46.702995099999995
Doce Luciana,3,ViDa Doces Confeitaria,5.0,3,['Confectionery'],https://lh5.googleusercontent.com/p/AF1QipPZXzzgtYptv_dXLw435zExgyZwjfdQWYVffB4Q=w156-h156-n-k-no,-23.4768649,-46.6766729
Doce Luciana,4,Ana Lucia Doces Finos,5.0,2,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipPCJ5sl0hflZwRgEALSgI8owXdxQcYsjsoeyqXP=w156-h156-n-k-no,-23.603667899999998,-46.5880388
Doce Luciana,5,Doce Vida Confeitaria,4.0,1,['Pastries'],https://lh5.googleusercontent.com/p/AF1QipPz1Y72hwfLjaiPamtlT-oD_sOcrbn3lxm2e36Z=w156-h156-n-k-no,-23.4805237,-46.633363599999996
Palácio dos Pães e Doces,1,Bakery Star Santa Cecilia,4.2,612,"['Bakery', 'Breakfast']",https://lh5.googleusercontent.com/p/AF1QipPPnw8KW6Ie3JIU9-ugAL7qGyRkgV1bzeUeavHZ=w156-h156-n-k-no,-23.5380376,-46.651317
Palácio dos Pães e Doces,2,Bakery and Confectionery Palmeiras,4.3,4699,"['Bakery', 'Breakfast', 'Confectionery', 'Pizza']",https://lh5.googleusercontent.com/p/AF1QipMQXiqE0a64pCpk22-kiWkPz1frEQ6AsWLDaOlb=w156-h156-n-k-no,-23.5339101,-46.6550157
Palácio dos Pães e Doces,3,Dona Deôla - Higienópolis,4.1,3708,"['Bakery', 'Breakfast']",https://lh5.googleusercontent.com/p/AF1QipMfO0CZcfikhVVu0in9VXBad9Ak2cAs1aj8ZFo=w156-h156-n-k-no,-23.5386289,-46.6615447
Palácio dos Pães e Doces,4,Fabrique Pão e Café,4.4,930,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipPI9iSa69JgTYj8jEQvsv_KGkBPkvfou_yRbEU=w156-h156-n-k-no,-23.533941400000003,-46.6597939
Palácio dos Pães e Doces,5,Padaria Sevilla,4.3,825,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipO4DgFCK4K9bRr9ybk05eHNrAQ6sBpvzpaUcF7O=w156-h156-n-k-no,-23.5356769,-46.6588675
Esplêndida Pães e Doces,1,Sliced Micro Padaria Artesanal,4.8,190,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipN4o3FtKILTLvqHdLku83XGUbsRBs74JnFkeiUy=w156-h156-n-k-no,-23.593144600000002,-46.643407499999995
Esplêndida Pães e Doces,2,Pérola dos Pães,4.2,1356,"['Bakery', 'Breakfast']",https://lh5.googleusercontent.com/p/AF1QipMhOQEJACgQNYjl7W54ax3WuGzoDE9S-vU0xP5c=w156-h156-n-k-no,-23.585045299999997,-46.6421901
Esplêndida Pães e Doces,3,Padaria Charme,4.3,1199,"['Bakery', 'Breakfast', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipOSlFbqN0K5wDRf-p0p5AqMoUFgRX4riylmOnF2=w156-h156-n-k-no,-23.5880349,-46.6427267
Esplêndida Pães e Doces,4,Padaria Europão,4.1,1055,"['Bakery', 'Confectionery', 'Pizza', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipMM_qtdjg1NIUKHJTOh1oomdu5JuN9UrVVWFhFB=w156-h156-n-k-no,-23.588231999999998,-46.626911199999995
Esplêndida Pães e Doces,5,Andaluza Sobremesas Finas,4.5,314,"['Pastries', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipP7A0CqVOG7TNoPaT8rWykIxHsvhYIKPE0o7Zw=w156-h156-n-k-no,-23.589909199999997,-46.640716399999995
ALTO DA MOOCA PÃES E DOCES,1,Padaria Falcão,4.2,968,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipMm6UKjUFNkQ-Ilpi4XPfXMQINeDDg5I9TiNKAB=w156-h156-n-k-no,-23.56018,-46.586891
ALTO DA MOOCA PÃES E DOCES,2,Panificadora Santa Branca,4.6,6932,"['Bakery', 'Breakfast', 'Buffet', 'Coffee shop', 'Dessert', 'Pastries', 'Pizza Takeaway', 'Snack bar', 'Soup restaurant']",https://lh5.googleusercontent.com/p/AF1QipO6HO2tzvifwCW6KcAhHGXq253fjEdKebQjnYtT=w156-h156-n-k-no,-23.5539055,-46.5837606
ALTO DA MOOCA PÃES E DOCES,3,Estoril,4.4,3727,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipPrEJmwyNS6WSdwNti-t54biPB5icCsENZHoE4z=w156-h156-n-k-no,-23.555344,-46.603314
ALTO DA MOOCA PÃES E DOCES,4,Alcantara Machado,4.1,1599,"['Bakery', 'Sweet shop']",https://lh5.googleusercontent.com/p/AF1QipM1ls404w8UFT44axQd3FofzLoud_VbrZZXAsN1=w156-h156-n-k-no,-23.5541175,-46.6134565
ALTO DA MOOCA PÃES E DOCES,5,Jupan Breads and Pastries,4.4,2021,"['Bakery', 'Confectionery', 'Convenience Store', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipNs8RVq5GaJnvnWUZQgJ2tcsStCiyZ9Jr7Jn7v2=w156-h156-n-k-no,-23.565746999999998,-46.597995999999995
Brioche Brasil,1,Panificadora Barra Pão,4.2,563,"['Bakery', 'French']",https://lh5.googleusercontent.com/p/AF1QipOZkqBy-N1dh6F2vQtSZJxzMdJdw4ro6nf3ftTg=w156-h156-n-k-no,-23.5291079,-46.6568185
Brioche Brasil,2,Panificadora Anhaguera,4.2,857,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipPiWB0perr1DqvymYVi46_pl_X_d5RNedQ3hMky=w156-h156-n-k-no,-23.5197777,-46.653089699999995
Brioche Brasil,3,Sagrado Boulangerie,4.1,93,"['Bakery', 'Candy store', 'Coffee shop', 'Patisserie', 'Sandwich']",https://lh5.googleusercontent.com/p/AF1QipPWuFCrwrimN-qoWg8knk6b7yo9iia57ielI6B3=w156-h156-n-k-no,-23.5328102,-46.683113
Brioche Brasil,4,Pistor Pães Artesanais,4.9,88,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipM6NP3Pv7IDQI2ACa_Qh3_Cz-QQsWR2C-Qv5QM=w156-h156-n-k-no,-23.5328885,-46.6604509
Ale Capozzi Doces,1,Petite Fleur Patisserie,4.6,83,"['Candy store', 'Confectionery', 'Sweets and dessert buffet']",https://lh5.googleusercontent.com/p/AF1QipOI7Bh0ssKqwW3R0UqFoMU8LoAPg2UNZRwjNc6b=w156-h156-n-k-no,-23.6050658,-46.6895133
Ale Capozzi Doces,2,Mélie Artisan de Douces,4.0,14,['Patisserie'],https://lh5.googleusercontent.com/p/AF1QipNtaLm2HPo3jZozDkzSYeMm0CgviUm4y8cXqsLA=w156-h156-n-k-no,-23.6088339,-46.6903193
Ale Capozzi Doces,3,Casa da Sobremesa Brooklin,4.2,10,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipPQEeGAxjW0d4RYJ-ajWeyacFL1qngG5d1rmAsI=w156-h156-n-k-no,-23.612470899999998,-46.680215399999994
Ale Capozzi Doces,4,Brooklin Candy bomboniere,5.0,1,['Candy store'],http://www.google.com/maps/vt/data=AZ9_6IjaahEuPEPERNmvuNiPbgtAwpujQGpgqsz1DYOFCm7tIdxdSzh1EkvNZCp4-L-WNSMUvjZU6C1xkw61vTVaW991TG1DzpEePZLPOgpNQrfULa-wtQEB36Ei7_Y-8t5otMYGgkOmPdglBEEKbx4,-23.6027657,-46.693653399999995
Ale Capozzi Doces,5,Ale Bakery,4.4,280,"['Candy store', 'Coffee shop', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOZM2cUFYwtUCKFWc1JeRl46H9obOELyNLcPqGY=w156-h156-n-k-no,-23.631528600000003,-46.7013859
Crime Pastry Shop,1,Brigadeiro Doceria & Cafe - Shop 1,4.4,576,['Cake shop'],https://lh5.googleusercontent.com/p/AF1QipMy0oTrnyQSEzBK5K2x4h04sp_dyHbQCa0a4u3C=w156-h156-n-k-no,-23.5606185,-46.696426599999995
Crime Pastry Shop,2,Carmella Patisserie,4.5,183,['Confectionery'],https://lh5.googleusercontent.com/p/AF1QipMRRhDUoBuootFMwu1iV0iBSXYupuyVcDAG6PvZ=w156-h156-n-k-no,-23.5600997,-46.6985077
Crime Pastry Shop,3,Confeitaria Marilia Zylbersztajn,4.5,732,['Dessert shop'],https://lh5.googleusercontent.com/p/AF1QipN0G-W-1ydZmc71YKjvvy3CAftZw0e5QtP2t-EL=w156-h156-n-k-no,-23.5590282,-46.689225
Crime Pastry Shop,4,Confeitaria Dama,4.5,2015,"['Confectionery', 'Bakery', 'Cafe', 'Dessert shop', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipNd69EYiqYVI20eIHAFTAkNex5vG5bsfxjJA_kr=w156-h156-n-k-no,-23.560970599999997,-46.69815140000001
Louisette Crepes & Café Francês,1,Luiz,0.0,0,['Coffee shop'],http://www.google.com/maps/vt/data=DZloO6Plb_JAhCM2GakpeVrQ-xrsM-nmBQHDgAZI48-R3HYnrwpzSOyLmkg3rpPJKTBV3F-p8-ZS8Qu3guZvBRahbmVJIvGA4wF7JuhW6h3sOpHu2nARxqj9_Jr8dXhRYGUYz-xSiMVNGI-Q4lUVcYU,-23.691312999999997,-46.6351765
Louisette Crepes & Café Francês,2,Algatte Gourmet,4.9,7,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipOo-Ya5QRNk9K6VgxooUzJgDDmxj39w_HFaj06A=w156-h156-n-k-no,-23.5515498,-46.5560462
Louisette Crepes & Café Francês,3,Café da Villa,4.1,67,"['Cafe', 'Indoor lodging']",https://lh5.googleusercontent.com/p/AF1QipOft1rbY2xUN7kF8g6ZqShmy8Ji-GEZJoiUzXlq=w156-h156-n-k-no,-23.603917,-46.6389287
Louisette Crepes & Café Francês,4,"Fran""s Café",4.2,783,"['Cafe', 'Breakfast', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipMMf5pToOpZmlJATqHLplHXaawVLx-Scww7C3g=w156-h156-n-k-no,-23.5814232,-46.6410069
Louisette Crepes & Café Francês,5,Esquina do Pão - Bread & Coffee,4.8,51,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNGmR7pQLX-4tXztTg0hHEXGueffCd7zylq_cU=w156-h156-n-k-no,-23.604190799999998,-46.6275937
Doce Ateliê Gourmet,1,Gourmezitos,4.8,146,"['Confectionery', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipM1AcYDdjZLWzolE2ubnERMM2sVK2EGBT6Ls85p=w156-h156-n-k-no,-23.6855606,-46.647999999999996
Doce Ateliê Gourmet,2,Ateliê Doce Gourmet,5.0,1,['Candy store'],http://www.google.com/maps/vt/data=mrjuXbRh2hpTqWkHZXX62DgoPkrTSI6tEDvrIdc0hSh8NMZcLCAZRFRq4MIxt6UZbOS7jJQKumJPHCqYu5Af0OxUSQFKOgjzOSWK04p1TUx4eRMzTO4mHYACdLzuxC79HKAYUC-cWItuhsWlGrwJnSc,-23.6060595,-46.629682599999995
Doce Ateliê Gourmet,3,Doce Encanto Confeitaria,5.0,84,['Confectionery'],https://lh5.googleusercontent.com/p/AF1QipNKJDUQHLAK6LAsit_Qxs7puSreaYARrrsK059O=w156-h156-n-k-no,-23.6818684,-46.6375624
Doce Ateliê Gourmet,4,Si Deliciê,5.0,1,['Pastries'],https://lh5.googleusercontent.com/p/AF1QipMI1WhqMoWb5sRj03pdUq_h-1rbD7tLEz8_zsrQ=w156-h156-n-k-no,-23.6922364,-46.6461429
Belle Pâtisserie,1,Bel Bolos Artesanais,5.0,8,['Cake shop'],https://lh5.googleusercontent.com/p/AF1QipMwpeal81sCqZ34ejXpYrevOqSbnwLy_EbnFkZo=w156-h156-n-k-no,-23.623327099999997,-46.684415699999995
Belle Pâtisserie,2,Petite Fleur Patisserie,4.6,83,"['Candy store', 'Confectionery', 'Sweets and dessert buffet']",https://lh5.googleusercontent.com/p/AF1QipOI7Bh0ssKqwW3R0UqFoMU8LoAPg2UNZRwjNc6b=w156-h156-n-k-no,-23.6050658,-46.6895133
Belle Pâtisserie,3,Pablo BA - Pasticceria,4.3,39,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipN4qa-VieTHK53zalFFrgzX78uaKzcG9YOFaYzh=w156-h156-n-k-no,-23.6037751,-46.6755054
Belle Pâtisserie,4,La Bella Confeitaria,4.8,4,['Pastries'],https://lh5.googleusercontent.com/p/AF1QipOGn07ZqDaW_ZzlLDOTYyaNm_BopKUiRRA_SL0k=w156-h156-n-k-no,-23.605742499999998,-46.6724824
Belle Pâtisserie,5,Pain et chocolat,4.5,55,['Confectionery'],https://lh5.googleusercontent.com/p/AF1QipN1IL2ejwiFv3l2lxo6omndHOQWEOfH0ieY4VCk=w156-h156-n-k-no,-23.6153679,-46.684713599999995
Mil Confeitaria,1,Tartelier Patisserie (Loja Saúde),4.6,3284,['Pastries'],https://lh5.googleusercontent.com/p/AF1QipMEYYDBx0nSL5Jywe-svhyMZ8_RfMauivIuZG8i=w156-h156-n-k-no,-23.616312,-46.6315242
Mil Confeitaria,2,PAO DO PRADO - Padaria Artesanal,5.0,26,"['Bakery', 'Delivery Restaurant']",https://lh5.googleusercontent.com/p/AF1QipNcD_kfzcMBapB77A0TmGFJM1oSe6enEf_vPdw=w156-h156-n-k-no,-23.6189966,-46.691497399999996
Mil Confeitaria,3,Doce Nega,5.0,10,['Confectionery'],https://lh5.googleusercontent.com/p/AF1QipPfWN0Mkpc1AinGc7CNyc4Ieb-tllVAX5PSMWPW=w156-h156-n-k-no,-23.6193524,-46.691254799999996
Mil Confeitaria,4,Doces Mil,0.0,0,['Confectionery'],http://www.google.com/maps/vt/data=L2C2Ef5GNbUpobOymTwD0U-u_5t9eztGU5Gg1F00Q1NTvGgyppJ89vSVvFeU7qI5skkRPkIZQ7a2WffoWebC8fan7d8inXo0GEVE8pCRS0ER59EHzP98yMH_VMTbnnnwiqPTDYGmKX9dcQxGqnd-KEI,-23.4948035,-46.5786474
Mil Confeitaria,5,Confeitaria Dama,4.5,2015,"['Confectionery', 'Bakery', 'Cafe', 'Dessert shop', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipNd69EYiqYVI20eIHAFTAkNex5vG5bsfxjJA_kr=w156-h156-n-k-no,-23.560970599999997,-46.69815140000001
Cantinho Doce,1,Mamu Doces,5.0,12,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipN-tkBI8XUGqQudY7W3eVgYqDUCteE3Ceg493fv=w156-h156-n-k-no,-23.60027,-46.6735962
Cantinho Doce,2,BarraDoce,4.3,982,"['Candy store', 'Confectionery wholesaler']",https://lh5.googleusercontent.com/p/AF1QipN5OeecuGWC7AyjNhmT9T6bYe0H_vZgPyUVyXE9=w156-h156-n-k-no,-23.606672399999997,-46.6729754
Cantinho Doce,3,Corner of Sweetness,4.6,27,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipNAtQLzQOlIJzjvQmtZKY1nQbdGKiSdy5gHk7HY=w156-h156-n-k-no,-23.583590200000003,-46.678108699999996
Cantinho Doce,4,Sodiê Doces Moema,4.3,91,"['Cake shop', 'Candy store', 'Coffee shop', 'Confectionery']",https://lh5.googleusercontent.com/p/AF1QipN7Kx57ZtBGINrhSk6jby3W06R7lFopitBajTm4=w156-h156-n-k-no,-23.6047135,-46.6699547
Cantinho Doce,5,Corner of Brigadeiro,4.9,54,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipOoFAhfyusV2_YbT8d1yU0Q0kWm9MoEcR5O3PTD=w277-h156-k-no,-23.6082362,-46.656123099999995
Tammy Montagna Delicious Patisserie,1,J Sasson Confeitaria e Panificação Artesanal,5.0,5,"['Bakery', 'Confectionery']",https://lh5.googleusercontent.com/p/AF1QipNO_Kx9UInJ6bkNVpuo-gdgKxoDHLBMzzcmXKo=w156-h156-n-k-no,-23.563339499999998,-46.6773591
Tammy Montagna Delicious Patisserie,2,Carmella Patisserie,4.5,183,['Confectionery'],https://lh5.googleusercontent.com/p/AF1QipMRRhDUoBuootFMwu1iV0iBSXYupuyVcDAG6PvZ=w156-h156-n-k-no,-23.5600997,-46.6985077
Tammy Montagna Delicious Patisserie,3,Le Petit Nicolas Café & Pâtisserie,4.7,203,"['Patisserie', 'Breakfast', 'Brunch', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipP1ptO14K5qlMrd__wGnR-a0VwO3jcRo4FDzNs3=w156-h156-n-k-no,-23.5658417,-46.6634963
Tammy Montagna Delicious Patisserie,4,Petite Fabrique Pâtisserie - apenas encomendas,4.7,19,['Pastries'],https://lh5.googleusercontent.com/p/AF1QipOONAhbHzOgBpnCi5rYNdgnuFqUFhkSQ1xaBsE9=w156-h156-n-k-no,-23.5605524,-46.6844342
Tammy Montagna Delicious Patisserie,5,Chez Mom - Vila Madalena,4.6,572,"['Pastries', 'Bakery', 'Bistro', 'Cafeteria', 'Coffee shop', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipPM-DzM-pT7E2RBHfvX-05wjtr3F3VMprGndQSp=w156-h156-n-k-no,-23.5566139,-46.69228150000001
Crêpe La France Buffet,1,La Crêperie Buffet,4.9,37,['Crêperie'],https://lh5.googleusercontent.com/p/AF1QipPYaRy47YVO6mQD5yFHR1DiBI4Gwh271QAIjkdP=w156-h156-n-k-no,-23.5405394,-46.587160999999995
Crêpe La France Buffet,2,Franscrepe,5.0,5,['Caterer'],https://lh5.googleusercontent.com/p/AF1QipNmtcOwnyO4ZGq-2UEO0z7z5vaJry6m8fIZL8Bk=w156-h156-n-k-no,-23.5320501,-46.7120141
Crêpe La France Buffet,3,Le Crêpe Buffet Services Ltda. ME,4.8,26,['Caterer'],https://lh5.googleusercontent.com/p/AF1QipPylwuJnESCE0q4Mk0vXxymeUDp6NbnXYqC2oFf=w156-h156-n-k-no,-23.5010068,-46.6964258
Crêpe La France Buffet,4,Cêlêbrê La France,4.7,3,"['Crêperie', 'Caterer', 'French', 'Takeout Restaurant']",https://lh5.googleusercontent.com/p/AF1QipPpiWzbaqfRYFJLK5VtZ_XUyilHT3SCTaq8p3Na=w156-h156-n-k-no,-23.485180099999997,-46.6759577
Crêpe La France Buffet,5,Buffet Lyon La France,4.7,51,['Caterer'],https://lh5.googleusercontent.com/p/AF1QipOwTOsd3sT49YuddWZ1INx6VI08jKU2Z6Sc0KCj=w156-h156-n-k-no,-23.458557000000003,-46.6906776
Doce Festa,1,Tentando Pensar Leve,4.2,402,"['Cake shop', 'Candy store']",https://lh5.googleusercontent.com/p/AF1QipM7jwUjRqlKy-kH04jOs5WyYZ5Z29RLXvTF9-kI=w156-h156-n-k-no,-23.6033722,-46.5297231
Doce Festa,2,Fett Festas,4.6,297,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipOk7FvS_k4C3V62AOorlzbhQFDJe51QRi-Ie-Ml=w156-h156-n-k-no,-23.5920654,-46.545630499999994
Doce Festa,3,Sabores da Carita,5.0,9,"['Candy store', 'Confectionery']",https://lh5.googleusercontent.com/p/AF1QipOa6VzyuV1yh-DMuDlF39hh1jDrA3C_FqU493AZ=w156-h156-n-k-no,-23.603113,-46.5296289
Doce Festa,4,"FELIZ FESTA COMÉRCIO DE DOCES, ARTIGOS DE FESTA E DESCARTÁVEIS",4.7,52,['Party store'],https://lh5.googleusercontent.com/p/AF1QipM332ka_v0A6KszP5bKZOhC2CK0n-kjNKyHoH4O=w156-h156-n-k-no,-23.5984177,-46.516332899999995
Doce Festa,5,Lilly Doces,5.0,2,"['Pastries', 'Store']",http://www.google.com/maps/vt/data=f6ne5Zca2o4IgvFeTClVSkPOA8lb69V8pBQl8NBsNRzCrHum3RaeFrn4A4rBhnDN0aC2HxSK3_zSizRAq5D6Zfn6fY5E2JlyTPLU5d3feD7nHkjMG_SD-ju8yoefqxMRceZIlRxajwUFNfsqz4p0eMY,-23.604544999999998,-46.529968600000004
Boulangerie Le Fournil,1,La boulange - a padoca francesa,4.6,241,['Cafe'],https://lh5.googleusercontent.com/p/AF1QipO6xpDkbfVDddVKWhgfrf2HqXkhXc1Db6N8wHk=w156-h156-n-k-no,-23.583676999999998,-46.6378607
Boulangerie Le Fournil,2,La Boulange - A Padoca Francesa,4.2,26,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipOX1noOWb36PnKNXXa-2Yrs-LvzwgOIWBg3wydH=w156-h156-n-k-no,-23.5948961,-46.638036299999996
Boulangerie Le Fournil,3,Bakery Paulista Union,4.0,796,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipNlW__prer20SiZ7egM7-5JN6p3Ichzk68P9mpJ=w156-h156-n-k-no,-23.5916128,-46.643561
Boulangerie Le Fournil,4,Esplêndida Pães e Doces,4.3,2164,"['Bakery', 'Breakfast', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipOArN0Hc6wKCn7tFoX7uCJbhWSESinVS-j3HRRW=w156-h156-n-k-no,-23.5872518,-46.6405215
May Macarons,1,Paradis Macarons,4.7,319,"['Patisserie', 'Candy store', 'Childrens party buffet', 'Confectionery', 'Wedding bakery', 'Wedding buffet']",https://lh5.googleusercontent.com/p/AF1QipOQ2JIi4z5zD4l2mV8zeX6su7ckC5vjzE7GoGPQ=w156-h156-n-k-no,-23.562945400000004,-46.667218
May Macarons,2,"D""Macarons",4.8,562,"['Pastries', 'Brunch', 'Candy store', 'Espresso bar', 'Novelty store', 'Tea house', 'Wedding bakery']",https://lh5.googleusercontent.com/p/AF1QipN7Rfq9AHtcD6uea5GfnStrDJhWLrtvwRvLY3cI=w156-h156-n-k-no,-23.5348523,-46.6692955
May Macarons,3,Amandie Macarons,5.0,2,['Cookies'],https://lh5.googleusercontent.com/p/AF1QipPnbSi_vtbWgYQEdWX0V_aism7bniDhtM9jRDsM=w156-h156-n-k-no,-23.5442173,-46.685497999999995
May Macarons,4,Éclair Moi,4.1,468,"['Patisserie', 'Novelty store']",https://lh5.googleusercontent.com/p/AF1QipOPNgmV9y01e0EfjBXscDEoqubzoOX36DHNfOI=w156-h156-n-k-no,-23.5449135,-46.6472463
May Macarons,5,Macaronarte,5.0,6,"['Confectionery', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipOKLyVs-r4vV_EWr4-LMpBScKSdTCK47TdABqj9=w156-h156-n-k-no,-23.5287097,-46.65804
Chocolat du Jour,1,Cau Chocolates | Loja Jardins,4.6,53,"['Chocolate shop', 'Cafeteria', 'Candy store', 'Chocolate artisan', 'Chocolate cafe', 'Coffee shop', 'Corporate gift supplier', 'Gift shop', 'Ice Cream', 'Wedding bakery']",https://lh5.googleusercontent.com/p/AF1QipOCkBQidcnrcIX0Lf5BBI3Q995cvHgkgucR1fZ9=w156-h156-n-k-no,-23.5666855,-46.663359199999995
Chocolat du Jour,2,AMMA Chocolate Café,4.7,347,"['Chocolate shop', 'Coffee store', 'Confectionery']",https://lh5.googleusercontent.com/p/AF1QipNWHEq7_nlNMkO8A8rmKXB6TnHhbTKLGIyFkG8Q=w156-h156-n-k-no,-23.5619044,-46.6706283
Chocolat du Jour,3,Doceria Zucker Jardins,4.6,69,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNS_qJzynMblQAK7_zajxoOTjYf8PlFn3KkkI8=w156-h156-n-k-no,-23.5607242,-46.6628161
Chocolat du Jour,4,Gallette Chocolates,4.8,233,"['Chocolate shop', 'Cafe', 'Chocolate factory', 'Gift shop', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipMbFHh5GZyW77Mpgbm_FGdnY0VPu72cLNa4l8Xu=w156-h156-n-k-no,-23.491056099999998,-46.6319498
Chocolat du Jour,5,Paradis Macarons,4.7,319,"['Patisserie', 'Candy store', 'Childrens party buffet', 'Confectionery', 'Wedding bakery', 'Wedding buffet']",https://lh5.googleusercontent.com/p/AF1QipOQ2JIi4z5zD4l2mV8zeX6su7ckC5vjzE7GoGPQ=w156-h156-n-k-no,-23.562945400000004,-46.667218
Fondant au Chocolat,1,Confeitaria da Luana - Fábrica,4.4,308,['Pastries'],https://lh5.googleusercontent.com/p/AF1QipMeAX_jZoom1oVxvn4MQou2zd80JY0UYys4MfjU=w156-h156-n-k-no,-23.5625138,-46.6990292
Fondant au Chocolat,2,Le Bon Gâteau,4.8,108,['Pastries'],https://lh5.googleusercontent.com/p/AF1QipOT1vC4Tv4NjrBFAwJQdgdj7rZSy6S-kT0RJK2a=w156-h156-n-k-no,-23.5603308,-46.697818
Fondant au Chocolat,3,Carmella Patisserie,4.5,183,['Confectionery'],https://lh5.googleusercontent.com/p/AF1QipMRRhDUoBuootFMwu1iV0iBSXYupuyVcDAG6PvZ=w156-h156-n-k-no,-23.5600997,-46.6985077
Fondant au Chocolat,4,Chocolate Studio,4.7,43,"['Chocolate factory', 'Candy store']",https://lh5.googleusercontent.com/p/AF1QipMk6xtGhrzCMzrStzzk0EkDyLTCPukXfRB_UAt_=w156-h156-n-k-no,-23.560003899999998,-46.6822851
Fondant au Chocolat,5,Sucra Cake Shop,4.3,11,"['Candy store', 'Cake shop']",http://www.google.com/maps/vt/data=mkFr7UChDzkqHzRu14tXjJ4McR-QT3lBaLAC8s8JFzEiY8yMq9zQMJcn3-N-QR5ZzoHjb3EzdYUZhuzV_AVDF-h7aHOG1eGY543RkL_6cNkxG0ISVCvAJU70IiAi3lYutIfNCdo9fM8xe7DA9YMGeTE,-23.559796,-46.6893532
