sunday,monday,tuesday,wednesday,thursday,friday,saturday,title
"{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}",nan,"{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 35}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 68}",Cupping Café
"{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}",nan,"{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}",Cupping Café
"{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}",nan,"{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}",Cupping Café
"{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}",nan,"{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}",Cupping Café
"{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 87}",nan,"{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 71}",Cupping Café
"{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 67}",nan,"{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 83}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 82}",Cupping Café
"{'time': '5\u202fPM', 'busyness_score': 0}",nan,"{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 83}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}",Cupping Café
"{'time': '6\u202fPM', 'busyness_score': 0}",nan,"{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'busyness_score': 0}",Cupping Café
"{'time': '7\u202fPM', 'busyness_score': 0}",nan,"{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}",Cupping Café
"{'time': '8\u202fPM', 'busyness_score': 0}",nan,"{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}",Cupping Café
"{'time': '9\u202fPM', 'busyness_score': 0}",nan,"{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}",Cupping Café
"{'time': '10\u202fPM', 'busyness_score': 0}",nan,"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",Cupping Café
"{'time': '11\u202fPM', 'busyness_score': 0}",nan,"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",Cupping Café
"{'time': '6\u202fAM', 'busyness_score': 0}",nan,"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",Urbe Cafe Bar
"{'time': '7\u202fAM', 'busyness_score': 0}",nan,"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",Urbe Cafe Bar
"{'time': '8\u202fAM', 'busyness_score': 0}",nan,"{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}",Urbe Cafe Bar
"{'time': '9\u202fAM', 'busyness_score': 0}",nan,"{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}",Urbe Cafe Bar
"{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 28}",nan,"{'time': '10\u202fAM', 'info': 'Usually not busy', 'busyness_score': 19}","{'time': '10\u202fAM', 'info': 'Usually not busy', 'busyness_score': 16}","{'time': '10\u202fAM', 'info': 'Usually not busy', 'busyness_score': 15}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 21}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 33}",Urbe Cafe Bar
"{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 42}",nan,"{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 29}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 43}",Urbe Cafe Bar
"{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}",nan,"{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}",Urbe Cafe Bar
"{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 75}",nan,"{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}",Urbe Cafe Bar
"{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 88}",nan,"{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}",Urbe Cafe Bar
"{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 95}",nan,"{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 72}",Urbe Cafe Bar
"{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 97}",nan,"{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 85}",Urbe Cafe Bar
"{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 98}",nan,"{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 94}",Urbe Cafe Bar
"{'time': '6\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}",nan,"{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '6\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 93}",Urbe Cafe Bar
"{'time': '7\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 91}",nan,"{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 71}","{'time': '7\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 85}",Urbe Cafe Bar
"{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 67}",nan,"{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}",Urbe Cafe Bar
"{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 37}",nan,"{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '9\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 67}","{'time': '9\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}",Urbe Cafe Bar
"{'time': '10\u202fPM', 'busyness_score': 0}",nan,"{'time': '10\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 29}","{'time': '10\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 28}","{'time': '10\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '10\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '10\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}",Urbe Cafe Bar
"{'time': '11\u202fPM', 'busyness_score': 0}",nan,"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'info': 'Usually not busy', 'busyness_score': 20}","{'time': '11\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '11\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 38}",Urbe Cafe Bar
"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",Coffee Lab
"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",Coffee Lab
"{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}",Coffee Lab
"{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 23}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 20}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 27}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}",Coffee Lab
"{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 62}",Coffee Lab
"{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 68}",Coffee Lab
"{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}",Coffee Lab
"{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 75}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}",Coffee Lab
"{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 83}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}",Coffee Lab
"{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 77}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 84}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 89}",Coffee Lab
