title,place_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday
Hkb Bar,ChIJPUAMR5RezpQR9AEBcYv-R6g,1 PM–1 AM,4 PM–12 AM,4 PM–12 AM,4 PM–12 AM,4 PM–12 AM,4 PM–2 AM,12 PM–1 AM
Alemão Restaurante e Pizzaria,ChIJ53KGxY9IzpQRhoiOHv492iQ,11 AM–12 AM,Closed,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–1:30 AM,11 AM–1:30 AM
Alemão Drink's,ChIJh0eJi3YA0pQRdtNNAUUemr4,8 AM–6 PM,Closed,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM
Bar do Alemão,ChIJI6gj16Wrz5QRqFjftAGsSHI,10 AM–11 PM,Closed,10 AM–11 PM,10 AM–11 PM,10 AM–11 PM,10 AM–11 PM,10 AM–11 PM
Canto Nosso Bar,ChIJmWzqAnX3zpQR6bxOx8UD5vY,11:30 AM–12:30 AM,Closed,11:30 AM–12:30 AM,11:30 AM–12:30 AM,11:30 AM–12:30 AM,11:30 AM–12:30 AM,11:30 AM–12:30 AM
Casa do alemão,ChIJ9bTSwCVZzpQRNLpFy1QcKCA,,,,,,,
Chopperia Rota do Sol,ChIJoWgMtQn5zpQR-rkS9FTfUb8,3 PM–1 AM,Closed,4 PM–12:30 AM,4 PM–12:30 AM,4 PM–12:30 AM,3 PM–1 AM,3 PM–1 AM
Papaya café,ChIJ5brItn9XzpQRZiPnAdAR9j0,12–10 PM,12 PM–12 AM,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM
Göttin Bier Cervejaria Artesanal,ChIJhViHt6JpzpQRrJqgLAfCs4s,12–7 PM,Closed,4:30–10 PM,4:30–10 PM,4:30 PM–12 AM,4:30 PM–12 AM,2 PM–12 AM
Vila Paulistânia,ChIJVVXhijpQzpQR--NPSEINm6g,12–10 PM,Closed,Closed,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM
EMPORIO WO BEBIDAS,ChIJ8d1DI15hzpQRDsyKCD4_ml8,8 AM–10 PM,8 AM–7 PM,8 AM–10 PM,8 AM–2 AM,8 AM–2 AM,8 AM–2 AM,8 AM–2 AM
Salve Salve Pizzaria Bar e Feijucaria,ChIJVVU5PGNWzpQR7lwQfJkXSkE,12–4 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–11 PM
Boteco Sapucaia,ChIJpc3s_SBfzpQR-tygxZIWP2U,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,12–11:30 PM
Fritz Cervejaria Artesanal,ChIJZ4nCJsJCzpQRqdBxtvzCBq4,12–6 PM,Closed,5–10:30 PM,5–10:30 PM,5–10:30 PM,5–10:30 PM,12–11 PM
Maracujá Pub & Hamburgueria,ChIJf5y9ZHZPzpQRxItctumRKhs,Closed,Closed,Closed,Closed,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM
Athenas Restaurante,ChIJU7rK1MxZzpQR_gMarvplads,11 AM–2:30 AM,11 AM–2:30 AM,11 AM–2:30 AM,11 AM–2:30 AM,11 AM–2:30 AM,11 AM–2:30 AM,11 AM–2:30 AM
Caverna Bugre,ChIJQVzNkoZXzpQRNfB2B_YwpgY,11 AM–6 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM
Boteco do Papa,ChIJDzPkArX_zpQReb2J0I2W4Oo,Closed,11:45 AM–3 PM,11:45 AM–11 PM,11:45 AM–11 PM,11:45 AM–11 PM,11:45 AM–12 AM,11:45 AM–12 AM
Conspiração do Jogo,ChIJ74yj7LnwzpQRD6Mj5XH_Cws,12–10 PM,Closed,Closed,Closed,Closed,6 PM–1 AM,3 PM–2 AM
Madero Steak House Brascan,ChIJc9R5WllXzpQR9rez7b_o0sI,11:45 AM–10:30 PM,11:45 AM–10:30 PM,11:45 AM–10:30 PM,11:45 AM–10:30 PM,11:45 AM–10:30 PM,11:45 AM–11 PM,11:45 AM–11 PM
ESBRE - Escola de Bares e Restaurantes,ChIJ_Wy1HntZzpQRGT8tVc4p5X0,Closed,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,Closed
Dona Mathilde Snooker Bar & Betting Point,ChIJlQo-nedXzpQRzfXtSsjUV7I,4 PM–1 AM,4 PM–1 AM,4 PM–1 AM,4 PM–1 AM,4 PM–1 AM,4 PM–3 AM,4 PM–3 AM
Boteco Pimenta,ChIJ1QDD_5dXzpQRWkjhPyIeR9Y,4 PM–3 AM,10 AM–4 PM,10 AM–4 PM,10 AM–4 PM,10 AM–4 PM,10 AM–4 PM,4 PM–3 AM
Platz Bar,ChIJLzfOV51QzpQRreFq-TVWv6E,12–5 PM,Closed,5–11 PM,5–11 PM,5–11 PM,5 PM–12 AM,12 PM–12 AM
Macaxeira Restaurante & Cachaçaria,ChIJX4sXpJpezpQRQnJy95QIcgE,12–6:30 PM,12–11 PM,12–11 PM,12–11 PM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM
Bar do Alemão,ChIJk1J7yRlQz5QRrfF1b2omX7A,11:30 AM–7 PM,Closed,11:30 AM–10 PM,11:30 AM–10 PM,11:30 AM–10 PM,11:30 AM–10 PM,11:30 AM–10 PM
the Vardemá Bar,ChIJBZka6lJZzpQRbLw4VsvHLiA,Closed,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,Closed,12–6 PM
BEC Bar,ChIJ53QYBS1XzpQRnVpkL2w0PkI,12–7 PM,Closed,Closed,6 PM–12 AM,6 PM–1 AM,6 PM–1 AM,12 PM–1 AM
Goose Island Brewhouse,ChIJVVUJOKFXzpQRc-XQ4PYpGC0,12–10 PM,Closed,6 PM–12 AM,6 PM–12 AM,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM
Gràcia Bar,ChIJWbZ-eaNXzpQRh6h0OIzkv3I,Closed,Closed,Closed,6 PM–4 AM,6 PM–5 AM,6 PM–5 AM,2 PM–5 AM
3 Brasseurs Pinheiros,ChIJZ0BjjQBXzpQRpARapUTI7oY,12–10 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12 PM–12 AM,12 PM–12 AM
O Menor Bar Do Mundo,ChIJDVl2fsFXzpQROSM3oONbiEU,2 PM–1 AM,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM,2 PM–1 AM,2 PM–1 AM
Bario Bar,ChIJG7Rd97lXzpQRkRPRs-orliI,3–9 PM,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–1 AM,6 PM–1 AM,6 PM–1 AM
Fachada Bar,ChIJ88YaLtJXzpQR6aeLXvMezWU,Closed,Closed,Closed,Closed,10 PM–4 AM,10 PM–4 AM,10 PM–4 AM
Charmosa Drink's,ChIJWcd21qNXzpQR0GbagERMsgw,5 PM–6 AM,11 AM–6 AM,11 AM–6 AM,11 AM–6 AM,11 AM–6 AM,11 AM–6 AM,11 AM–6 AM
Presley Pub,ChIJYV4sy6JXzpQR32PNcrK0jh8,5–10 PM,Closed,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM
Caledonia Whisky & Co.,ChIJd9RGZfJXzpQRop32exs9bao,Closed,Closed,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM
Ginger,ChIJcVvwLLtXzpQRpC2GnKEyxK4,12–10 PM,Closed,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM,12 PM–1 AM
Simbalaê Bar,ChIJP2FM7KZXzpQRBz32DBQGLP4,12 PM–12 AM,4 PM–1 AM,4 PM–1 AM,4 PM–1 AM,4 PM–1 AM,12 PM–1 AM,12 PM–1 AM
São Conrado Bar - Pinheiros,ChIJu5uX9JdXzpQRygLh9aEQbSw,12 PM–12 AM,Closed,4 PM–12 AM,4 PM–12 AM,4 PM–12 AM,4 PM–12 AM,12 PM–12 AM
Finnegan's Pub,ChIJzftMuYNXzpQRN2JwEZPp1DQ,4–11:30 PM,Closed,4 PM–12 AM,4 PM–12 AM,4 PM–1 AM,4 PM–3 AM,4 PM–3 AM
PÊXI bar,ChIJV8vVxTRXzpQRiknHbNtx2vw,12–6 PM,Closed,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–5 PM,11:30 AM–8 PM
Xiu! Bar,ChIJT7t3bLZXzpQRE5xCDpzLkj0,11 AM–4 AM,Closed,Closed,4 PM–2 AM,4 PM–2 AM,4 PM–4 AM,11 AM–4 AM
Arlete Bar e Mercearia,ChIJz5IJz6RXzpQRIbm16uH1cec,1–8 PM,Closed,5:30 PM–12 AM,5:30 PM–1 AM,5:30 PM–1 AM,5:30 PM–1 AM,1 PM–1 AM
Pirajá Prainha,ChIJd2CZjrNXzpQRZRnafznFQIE,12–8 PM,12–3 PM,12–3 PM,12 PM–1 AM,12 PM–1 AM,12 PM–2 AM,12 PM–2 AM
Boteco 011,ChIJgw0Q3ulXzpQRlWIYcfk5m3E,3 PM–1 AM,Closed,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM,3 PM–1 AM
Litt Bar,ChIJzf9YFb5XzpQRzkvzCLb2Z4Y,3–10 PM,Closed,Closed,6 PM–1 AM,6 PM–1 AM,6 PM–1 AM,3 PM–1 AM
Vupá,ChIJFbk83ktXzpQRPPkm9K67j_A,2–7 PM,Closed,Closed,6–11 PM,6 PM–1 AM,6 PM–1 AM,4 PM–2 AM
Mule Mule Muleria,ChIJ8fMVMPNXzpQRz5cwn7Xr_aM,3–10 PM,Closed,Closed,6–11 PM,6 PM–1 AM,6 PM–3 AM,4 PM–3 AM
Pensão Bar,ChIJOc5WdWhXzpQR2zCCeK1VRh0,Closed,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–1 AM,6 PM–2 AM,6 PM–3 AM
Chimi Choripanes y Drinks - Pinheiros,ChIJj-cKayBXzpQRhW4N1CqC1NE,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM
Molotov Bar,ChIJSYXY4JtXzpQRbmapTK8L-7g,Closed,Closed,Closed,6 PM–1 AM,6 PM–1 AM,6 PM–1 AM,6 PM–1 AM
Garimpo Bar,ChIJ2a_Slx9XzpQRwipCn3jNQnE,Closed,Closed,6–10:30 PM,6–10:30 PM,6–10:30 PM,6–10:30 PM,2–10:30 PM
Oh! Madalena Bar,ChIJad8ferVXzpQRHTZ8sawk5mk,3 PM–12 AM,Closed,Closed,4 PM–12 AM,4 PM–12 AM,4 PM–1 AM,3 PM–1 AM
Kingston Club SP,ChIJZ1OFW-pXzpQRVXJo15t8Yog,Closed,Closed,Closed,7 PM–2 AM,7 PM–4 AM,7 PM–5 AM,7 PM–5 AM
Bar Belle Époque,ChIJ-wS3wf5XzpQR-UD15KuViMU,7 PM–12 AM,Closed,Closed,7 PM–12 AM,7 PM–12 AM,7 PM–2 AM,7 PM–2 AM
Goróh Bar,ChIJOdHbYRJXzpQR2vM960Z4CDU,6 PM–2 AM,Closed,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM,6 PM–4 AM,2 PM–4 AM
Void Lojas Gerais - Largo da Batata,ChIJdekR1KZXzpQR1r7-d5Dp9ng,2 PM–1 AM,Closed,2 PM–12 AM,2 PM–12 AM,2 PM–12 AM,2 PM–2 AM,2 PM–2 AM
St. Paul's Pub,ChIJfyxhJXZXzpQRvc3puAOA2N4,,,,,,,
Boteco Mano Do Céu,ChIJV97oUSlXzpQREsRNqg6xsHU,Closed,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM
Fenda Bar e Restaurante,ChIJC4rtCFBXzpQRvIGkKmRRiNI,Closed,Closed,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,3–11 PM
Nos.otros,ChIJNWjonINXzpQRfNVKFGxZmQg,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,5 PM–12 AM
EAP Empório Alto de Pinheiros,ChIJh2ktnrpXzpQR32ZpkbfI1y4,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–1 AM,11 AM–1 AM,11 AM–1 AM
Pierê Bar e Cozinha,ChIJDzH1mHVXzpQRoMMF3z-YMKY,Closed,8:30 AM–4 PM,8:30 AM–4 PM,8:30 AM–11 PM,8:30 AM–11 PM,Closed,8:30 AM–12 AM
Ambar Craft Beers,ChIJMeKvCKBXzpQRg_2sAEe0D34,Closed,12–10 PM,12–11:45 PM,12–11:45 PM,12 PM–12:45 AM,12 PM–12:45 AM,12 PM–12:45 AM
Barouche,ChIJ1Ve-ek9YzpQRhexQABiFI-M,2–10 PM,2–10 PM,2–10 PM,2–10 PM,2–10 PM,2–10 PM,2–10 PM
Cazzazul,ChIJgcX9v39XzpQR6FQS7ipVE0w,Closed,Closed,Closed,Closed,7 PM–3 AM,8 PM–4 AM,6 PM–4 AM
Shiba Market,ChIJsRu3orRXzpQRB_T67vXkBjs,Closed,Closed,Closed,6 PM–1 AM,6 PM–1 AM,6 PM–2 AM,6 PM–2 AM
Sí Señor!,ChIJ1dBwEXZXzpQRn6owwOy_I54,12 PM–12 AM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12 PM–1 AM
Giro Bar,ChIJoSjH55BXzpQR808NJQffIq0,1–10 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12 PM–1 AM,1 PM–1 AM
Zona 011,ChIJix5dFhZXzpQReDQKRPsfOJE,Closed,Closed,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–1 AM,6 PM–1 AM
Sylvester Bar,ChIJl-rrwitXzpQRJNxI5ewJrXE,Closed,5–11 PM,5–11 PM,5–11 PM,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM
Spoiler - São Paulo,ChIJf1GJoJlXzpQRtBZM_01D00k,4–11 PM,Closed,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,6 PM–1:30 AM,6 PM–1:30 AM
