Nome,ID,Cluster,NotaMedia,QntdAvaliaçoes,FaixaPreço,Categoria,Thumbnail
Taco Bell,ChIJHW9ZlIRfzpQRR4wcJpA9hNY,6,"4,3",2286,1,mexican restaurant,https://lh5.googleusercontent.com/p/AF1QipPtFNNaTZdU0I4W6QBmEfGjZyYpa8098BUCm4DL=w80-h106-k-no
Taco Bell,ChIJOSX2gjFazpQR1gDGaONa9GI,6,4,396,1,mexican restaurant,https://lh5.googleusercontent.com/p/AF1QipOtJRcM-GRYq4ruxpL6iO5UWvmgPi3dl_2qxFut=w122-h92-k-no
Vaca Pollo Chancho,ChIJxSUrV6JXzpQRTPKc1DwtfXc,14,"3,6",10,5,mexican restaurant,https://lh5.googleusercontent.com/p/AF1QipPORRrrwz9G39recpc8pCBGodO74OJlgH279uA=w163-h92-k-no
Sí Señor - Mooca,ChIJaf-_anJZzpQR1p7fub8aPks,6,"4,2",413,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNrXfEmok5lmedRAB1ODuXkDOad0c9dZITYP-kJ=w122-h92-k-no
Bacia de Chipotle,ChIJHcUzR3dbzpQR4pgwra5aRPQ,8,"3,2",48,5,mexican restaurant,https://lh5.googleusercontent.com/p/AF1QipO5ed5WCG8Z8zBCRhbxykC-pfGSvTr9doR2abMf=w80-h106-k-no
Hillario's Restaurante,ChIJAR8yZEVXzpQRuLadwaG-chs,9,"4,3",462,1,mexican restaurant,https://lh5.googleusercontent.com/p/AF1QipPJMZ3Plbsb3VACwaInUEGEJdAq2GhG6kqVGv2_=w163-h92-k-no
Taco Bell,ChIJzTdPr-JXzpQRRBupXEP_Zno,6,"2,8",155,1,mexican restaurant,https://lh5.googleusercontent.com/p/AF1QipN2Bx0w6A_4tqmmQYlKGZbYod5sKgLBcT2FqBEs=w163-h92-k-no
Restaurante Villa Verde - Brooklin,ChIJb4gEDctQzpQR67grymgAWIY,9,"4,3",238,1,mexican restaurant,https://lh5.googleusercontent.com/p/AF1QipMg-qm3IBkiVsFRr-9nP1SGU24vx2H63w0LqPRQ=w163-h92-k-no
Guacolombia,ChIJVVVx-29WzpQR9i91jpU34pk,13,"4,7",335,1,mexican restaurant,https://lh5.googleusercontent.com/p/AF1QipNQn7xYbpP5_f9cX7sVg5-oz936zoFsVuBHi-bg=w163-h92-k-no
Panela na Rua,ChIJ0QUTT5tXzpQROkJCrfQV3gc,3,"4,4",49,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipO9WCybQhrAc6XJzxbhcou6tUvQzYdu8fM6SPOr=w80-h142-k-no
Pokaria SP,ChIJYzs_MpBZzpQRVkgniR9yDy0,8,"4,9",15,5,restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HJt0A9F5I_CDaoAUQPXbeg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=223.47127&pitch=0&thumbfov=100
Lalo gourmet,ChIJPzgUROtZzpQRYvlz5l8BjRg,13,"4,6",77,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMVkxAfmxkelLqMqo9RaXQ0MwWMacCXOLxmebC-=w80-h106-k-no
Tagoo Vila Olimpia,ChIJkcnE59RXzpQRNg8fMQ1t9tE,14,"4,6",97,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOZbmIAe89ZR9VGXMRkGyAyVfoUSQ0QnratznoB=w80-h153-k-no
Komback Casual Food,ChIJkWOTvKdazpQRmskUHSfmVcI,10,"4,6",1751,1,mexican restaurant,https://lh5.googleusercontent.com/p/AF1QipN3C3Fqd001Cuxlpz2MSGkNj6GtS0sBR8rFPba0=w80-h142-k-no
Boulevard Alcachofra,ChIJE2iNxlRYzpQRUoc0A5MjJMw,10,"4,2",278,0,health food restaurant,https://lh5.googleusercontent.com/p/AF1QipMcQVL0k7KsAL5xkG29XGPVsWkKBt4nbTXoH4l5=w80-h106-k-no
Leggera Pizza Napoletana,ChIJZ-k7vfxXzpQRaDkvzVYxJNc,2,"4,5",1327,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipMkm7FJK6xJwSd23QS5ZtI5H5KO85ZG_pLFew8j=w163-h92-k-no
Leggera Pizza Napoletana Jardins,ChIJpUyy_8BZzpQReWohAY9YlRE,2,"4,4",236,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipP5XlyZxiJNpDvM7hbIYFhg9RuQT254p1ALLim7=w122-h92-k-no
Forneria Napolitana,ChIJq7FAJr5QzpQRBLNLxZj6WdQ,1,"4,8",191,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPW9cO7BdWzafEsM92ZmJoTi-Fy1LtJNc3LyWgE=w156-h92-k-no
Buona Sera Pizzeria Napoletana,ChIJR-QYDQ1bzpQRMoF1EUYZO3w,12,"4,7",219,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipMyLuBUMAl0bpK2SuIfsK_2J0CpNT71KcHFvebW=w92-h92-k-no
Napolitana Buono Pizza,ChIJVSEXofFPzpQR2Kj5F-9BSIM,4,"4,4",117,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipMhwvrpxIX4OknkKL1urwKf6EhMK5M04CwqXOpp=w80-h106-k-no
Napolitana V Pizzaria,ChIJ_8bG6Q5ezpQROWzFUwWukGs,2,"4,4",64,0,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNQwGWS1ypzW1q6_TDA56-XJxV7Bt7pb1NBEuqc=w122-h92-k-no
Napoletana Forneria Pizzaria,ChIJKwgAV-tezpQRttCRQUJE8q4,2,"4,6",470,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipOCWxIYtLw93xzNL49pf9VJSZU8Y0_d7jxBvb41=w163-h92-k-no
La Braciera Pizza Napoletana - Higienópolis,ChIJ9YKDgBdYzpQRwOecNXscrg8,4,"4,7",1223,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNx9oWa5Cg7zZWKKzqnZpR_6vzrTvCJaIuxRTQs=w138-h92-k-no
Napolitano Pizzaria,ChIJF3bgx-tTzpQRRY11Oo-Te2M,4,"4,4",813,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNr9AX14ZxSleXj04PIIjs2dBfU09qFvXjl9IYN=w80-h142-k-no
Pizzaria Napolitana VI,ChIJD25DwglezpQR4Xx-e45TSog,2,"4,6",76,0,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPPglVPpb9zX65F22TwJOVXaPwkBUc4YedHClA_=w137-h92-k-no
Pizzaria Napolitana Ltda - Me,ChIJWa-JuQtlzpQRAvMy9eZRPeY,2,"4,5",82,0,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipMwOg59d5QJXzpMx1rO-r5grXNvdQtQEsU9o4qF=w122-h92-k-no
Napolitana Pizzaria,ChIJHxDxT5VZzpQRtvVNVxWwbdI,15,"4,4",25,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNhOCY2cxosTL5vD3-4dOMtXhaUnmrQrJ5-fNJb=w80-h106-k-no
Pizzaria Napoli Centrale,ChIJE15uBqFXzpQRV_UhKGetSAQ,1,"4,4",731,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNbrQ_I9tfJlJ8a84FEoB6MLKhkePDFjdO-bWe0=w122-h92-k-no
Pizzaria Napolitana Prime,ChIJB0OOkCldzpQRTswb6fJ2cvM,15,5,4,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNaBrhwnC7CMrEDnNVt1CMiHYEdgtXD2NeThqst=w122-h92-k-no
Ciao Pizzeria Napoletana,ChIJHTdHjCBXzpQRZMG4uhxU7U8,12,"4,1",237,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPygBVuqDda5vbGMAxijSS35aqcckOdiE9BPTlo=w138-h92-k-no
Ôliva Pizzaria Napolitana & Romana,ChIJo2pxyUNbzpQRM_BiYsrWaRA,12,5,8,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipOmMKbQ-Bt9_oQsFJaGrYoyguZ7n2_3RKmlG_D0=w92-h92-k-no
Napoletta Pizza,ChIJf-Z6LhBbzpQRgUxIhTJ4gJs,10,5,34,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNQ0hHV6yh4rZtRucY4XMbIF4B4_PcErKk98XgD=w80-h142-k-no
Carlos Pizza,ChIJT6FXPZZXzpQRA1Zsw5RvBDg,4,"4,6",1813,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPeEPm00nPiGG5fqFmQsy_MjI5TJ3xb-GxhArU=w122-h92-k-no
Urbano Pizza,ChIJEyP4Xpf4zpQRZWZH5uX9QXM,7,"4,6",226,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipMS0e41VAAuUVyBbsf3RB6UpMTfmi4dltUb93xD=w163-h92-k-no
Bella Napoli Pizzaria - Bixiga,ChIJoaNr7LJZzpQRHdkujlC1wKI,4,"4,2",214,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipOoWUKG-Cn5g0X0m1eBC1NOPIgBkf7Fx8vRi8Hu=w138-h92-k-no
Forneria Di Napoli,ChIJsQS7dtlbzpQRQvtDI18F3PQ,14,"4,3",29,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipO81XuQ5p0epcFqMhoa0aJzfbTJref5VoPecsJY=w138-h92-k-no
Pizzaria Nonna D'amore Ltda ME,ChIJW97srjRYzpQRkVIZbeTxYeI,15,"4,2",99,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPm1LHqxxLOJcWdj3GfYkmM97YZEeWMzGS4p32A=w122-h92-k-no
Pizzaria Estrela DI ' Napoli,ChIJpyncqkZZzpQRnDMLXwyQwB4,15,"4,7",102,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNBZfz_xiJG2PMZVblm9Ds6MTMqLqgRyvKGUSI3=w80-h106-k-no
Beco di Napoli,ChIJ4V4xnx5bzpQR1GtdMnYk5-s,3,5,53,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPCcT2vPP9HJ492OUpWJh-ekqoxKu-M2PRlSUKu=w80-h106-k-no
Unica Pizzeria,ChIJO_NoBp1QzpQRiA2TA4Ef7ls,0,"4,5",779,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNpxYjNPl1uUB6xqtZa4rQCxjxojyPKDOPLS16k=w91-h92-k-no
Pizzaria Napolitana,ChIJsdpGsO9SzpQRWxe2OzdduYg,4,"4,1",50,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipOkpoO0vVEx-YdL5Wm2Gyp_W_Td7MJmHTygL4L5=w122-h92-k-no
Vituccio Pizzeria,ChIJgTc9s3j4zpQRn_H7C2daGag,4,"4,6",833,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipOtLD5NxU7RDy4VS-TxRG8LNEYWemrydWqRQrqa=w92-h92-k-no
Pizzaria Napolitana,ChIJrWXdjHRizpQRm5m0JRRq-2M,12,"4,6",37,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPZGLV8fQzFVarFbm-_xZAgt0E7ePs2B5X2CNpl=w163-h92-k-no
Pizzaria Dom Nappe,ChIJkasgTU5ZzpQRZnADF6n8Je8,4,"4,3",50,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipO9uAUOq4z2IXUV27nJI7M0FsllF4ltLtKOW8Ws=w163-h92-k-no
Tasca do Zé e da Maria,ChIJa-IJ0ndXzpQR46Z-w38XKcc,8,"4,3",422,1,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipMzB2wfxO-tDONCUWP5uGJT2ajBcD5bSoODiYnc=w137-h92-k-no
Alfama dos Marinheiros,ChIJ9bGxrMVZzpQRgIHEvMMI3mE,10,"4,3",536,3,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipN0zN5rWOj6UJ9QgY5xJk8BuMC11xvFIRjWImWV=w163-h92-k-no
Marialva Cozinha Portuguesa,ChIJQcu9A91ZzpQRogYZw3-fT2w,8,"4,7",226,5,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipP7nGeenVqww1krpzFsy-82jAQcezsMX6Us638e=w138-h92-k-no
Academia da Gula,ChIJ3QEIQ41ZzpQRfXfhMPdQXh8,8,"4,5",845,1,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipPRZXXpwwQyAuxW2Tc3JCnPCOnmPv5f_EwZW0A=w163-h92-k-no
Ora Pois!,ChIJu7X2e71XzpQRysiWoaNVUj4,13,"4,3",850,1,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipOLQiTIgT4j2P2oG0qF5tegPy9vDle-JhmvmdJZ=w122-h92-k-no
Padaria da Esquina - Itaim,ChIJ-x_ZUFlXzpQRt4831Inz-AM,13,"4,4",980,2,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipMJIqwO8bjPXmVDgAJS37t992SVGyqc4Czw-QG1=w163-h92-k-no
Chiado Bar e Restaurante,ChIJw3sdWxJazpQRUY-aBcmkJT8,8,"4,5",633,2,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipNdWJwh14KrVJBLVuJe2cZV81kXViJE2wNROyY9=w80-h106-k-no
Costa Nova Restaurante - Pinheiros,ChIJS1vMtllXzpQRQnBoZr2m4rU,4,"4,6",390,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOSF_uKkpz2JW7U41mXtaq8FpNg2eqrdC_eO1Wt=w163-h92-k-no
Cantinho Português Brasil,ChIJwYjV3QxazpQRsTcxmsm7Upc,11,"4,4",428,1,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipORtiQtYroGWQhfzk8RDon_jqykuPlVkaPWdlO9=w122-h92-k-no
O Português,ChIJO17Qns5ZzpQR-iplL7kPY2A,14,"4,3",264,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPp9GWHPDh2avlUpuqBuAnvPCqvj6XnOe3LBIsM=w163-h92-k-no
Restaurante Presidente,ChIJg0F9Qi9ZzpQRQkNBYo0KTps,11,"4,3",497,2,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipPEhHcAwyD6PxeCTGbFMtly5Ezagd-URsmM3pVO=w163-h92-k-no
Bar Espírito Santo,ChIJj-DWZkFXzpQRpYOopPLR-C8,4,"4,4",1245,2,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipOVhka4PMQ9gkmN-8D4_kLHUSS0hOy_9pDACzh2=w163-h92-k-no
Ora Pois! - Serra da Cantareira,ChIJIyUwwtzxzpQR561ypvv0fh0,13,"4,5",1880,1,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipMbBfMpDf6vHuh60wwN8IGMSei5TLA0A2_ZG_XL=w80-h106-k-no
Manteigaria Portuguesa,ChIJW_RQyHRXzpQR8qunCiTd8uI,7,"4,5",238,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNGmQot4kJBSglk0yqMQ7eEhAFfV1i32bIb9UW6=w122-h92-k-no
Joaquim Portucale Bistrô Português,ChIJzSvBYhpZzpQRI24qgusn5VI,5,"4,8",84,5,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipMBlyGnr3g94U_u6hH8OceVdxUvhlDVAA8QlQYG=w138-h92-k-no
Casa Sagres,ChIJZ3T1k6dezpQRP81ZhTycsBE,15,"4,6",1975,1,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipMaEmeu-zY7vIwTGIETObN8bOs9j2dWDB9dnoFC=w122-h92-k-no
B.LEM Padaria Portuguesa - Pinheiros,ChIJP761l51XzpQRJ5VmDyZBRZw,13,"4,5",746,1,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipN14-pXDlXYZyoyp6ZROTH08Zl232nwkQbCk4E5=w163-h92-k-no
B.LEM Portuguese Bakery,ChIJD661aHFXzpQRiNl3Xp8txDQ,15,"4,9",749,1,bakery,https://lh5.googleusercontent.com/p/AF1QipOGxGyYyoMM6e-fa9JxrokYvS7Mu-ae8orllJm1=w138-h92-k-no
O Mirandes,ChIJzVAd_NpZzpQRXn-O2Xlnugo,5,"4,6",767,5,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipPuy09DKLSwMGTca69SPKK0HPcmVFEc2lj2Q4U2=w122-h92-k-no
Costa Nova Jardins - Restaurante e Bar,ChIJ5UGfv_tZzpQR8mZlgSN8M_4,0,"4,6",139,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipONR9HyN0rR_tpC0NpRdDNa_ZKYphwisHazoS8o=w189-h92-k-no
Restaurante Perciani,ChIJH_yjQVdYzpQR5osU70PKfjA,12,"4,6",15,5,bar,https://lh5.googleusercontent.com/p/AF1QipMa3zsOajU-2uGFVykoUXJkfHmZS6U7Bzy6sBOv=w194-h92-k-no
Bifanas Platz,ChIJmWv8_xpZzpQRrJXWC4Yqb7U,1,5,4,5,restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bAOoXrVeHA1TmDAiLx5iKw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=242.11526&pitch=0&thumbfov=100
Restaurante Il Pescatore Mediterrâneo,ChIJ569zX8VZzpQRGsslcC6vauM,2,"4,4",455,2,seafood restaurant,https://lh5.googleusercontent.com/p/AF1QipNrpuYDuYEoZw0tQw40U720STvps47Jagw2p9ZT=w184-h92-k-no
AXADO Bar,ChIJ_Vm23idXzpQRYkaqX_dtMT8,15,"4,5",329,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMQqva9B4wsHxR8R0Bcm9zcXUf7VxZRIm8Gw10=w92-h92-k-no
Casa Cascais,ChIJFYHr2ItXzpQRf166ekQTls0,5,"4,2",46,5,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipPJ09wnun4FW-EclDmnBVPQCDw2tJwpOiYh82YX=w122-h92-k-no
Chapecó Grill,ChIJGwTKqItYzpQR0bo98FqF4Iw,6,"4,4",85,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipOwZ1qla7WNIaNMoWzLqeaXufKqJhfwmABO_dPA=w80-h106-k-no
B.LEM Padaria Portuguesa - Shopping Eldorado,ChIJP5klPglXzpQRIfXyEUJz9p0,6,"4,4",341,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPR3JUfcSzzm7eKUiXCyNt3SkvjGvkBugVVELt0=w115-h92-k-no
Rainha do Mercado,ChIJv0ytBaFXzpQR7uoV1djzC2Y,14,"4,3",186,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipNvM98Vk6mB87kkWtEkDD1g6GpWR69pyaqpM4tD=w163-h92-k-no
Cascais,ChIJhevuE1JYzpQRMiva6wQ0zKY,12,"4,4",298,5,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipP3S2rEQV62EeTJ-_1lFWUm4mAvK9hw_aGbaAT0=w122-h92-k-no
Pastel de feira e coxinha mandica,ChIJaWevMy5ZzpQR9Bng6Lok5s4,11,5,7,5,brazilian restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0yGIqWzcGx9z7ExIvjUZrQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=104.67686&pitch=0&thumbfov=100
Sassafras Restaurante,ChIJg0lyPL1ZzpQRDvtRN0r2QSQ,1,"4,1",161,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipPRpYnHuaFUeVNgiaOG7Kfm77FBr0FSmvhodzGr=w163-h92-k-no
ESTOU Quituteria Portuguesa,ChIJPXXnir1ZzpQRHFR5z4FPwfc,3,5,23,5,bakery,https://lh5.googleusercontent.com/p/AF1QipObAVkYD8bpKYN4FLm1PWmm2tYrhHWHR-ffHv95=w138-h92-k-no
Monte Verde Cantina e Pizzaria Jardins,ChIJd-xWzKhZzpQRuUCgTwyKaWQ,3,"4,3",814,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipN1lVg4TFjoD-fcK4m6-A5cVbIZjg-XMas0c84v=w138-h92-k-no
Rama Gastronomia,ChIJI_SKPOFZzpQRh_CWnRHD7L8,14,"4,6",111,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMeZHLU6w6NOR3_Y3G2mJRW9ldkykXnthz2FqIy=w122-h92-k-no
Manish,ChIJLZWJ3UNXzpQRQGLGcuBQnD4,8,"4,4",1226,2,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipP9tBh-V4-_gRdbRLGV3sbUD7i-ff_3kDIbBwgB=w137-h92-k-no
Khadije,ChIJ7ZNkieVXzpQRmdZbGSqRLbU,0,"4,4",1181,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipP9JrIHhvoUMzBxf2Y-zBfnt5Gluu01zy_dwX-J=w137-h92-k-no
Barakah,ChIJi4w6zk9XzpQRsCB6skCOSi0,8,"4,6",697,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipPag5kyEuwlGBDguSf9iXShRSnKQFGoHVbrI-g=w194-h92-k-no
Barakah Faria Lima,ChIJcfxaaAlXzpQR5JOAVFX11wQ,5,"4,6",410,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipM-aBvTR7mQKfmhKuR0yTO51cdil-0UxtWKEPG1=w163-h92-k-no
مطعم ومقهى بيت جدي,ChIJiSX24f5ZzpQR3VV9kB7dyDE,11,"4,5",240,5,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNCDKskr-LfTzSxrfqb1N4cJEyez9wrVKd9u9bF=w122-h92-k-no
Farabbud,ChIJx47EAxJazpQR8qfFguREa14,2,"4,5",1705,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipPepWwB0LQyTWZNyqKKfvJdD1SnGePHXpTBgpa3=w122-h92-k-no
Arabesco,ChIJyb4z4R1YzpQR3slyVT7Op3c,15,"4,2",905,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipOpxF20R1EISDYwW33Ef_Qi7SS6jkwZfYTDTzjP=w122-h92-k-no
Restaurante Rosa do Líbano,ChIJ7bk0wlpYzpQRMV_o1-keaBE,5,"4,5",2324,0,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNk7Ig4Jcuc07mGEXk6Wu7CxI1tOujaG3lGzadn=w163-h92-k-no
Zaatar & Azeite - Vila Mariana,ChIJEYfEMelYzpQR9TntcxQu4Os,8,4,164,5,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNZWGLbryzUQikGmBrrnxn-wEuu7iog3jZKDZ1Y=w146-h92-k-no
Saj Restaurante Árabe - Saj Vila Madalena,ChIJnxsnjAhXzpQRSDGDnaW4ZzA,8,"4,6",2031,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipO2z4gqiuFd7NZq8ITs5EBxcBwBYoezZ0LV5nm4=w92-h92-k-no
Barakiah,ChIJI3AR2OhYzpQRGqnVIxGrGn4,1,"4,6",3520,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNmQb4ablXrfdPX4uv9AW0kQYypiWU28Ui3PZXf=w163-h92-k-no
Shahiya - Bistrot | Rotisserie | Catering,ChIJaRZoMelYzpQRstG8M8w3arQ,11,"4,5",397,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNxkV4BUh-p-1HZRIuadHawAaG5bNSbRulIEzZa=w163-h92-k-no
Schehrasade,ChIJ1yITBDlYzpQRlCg-W1PNkZA,5,"4,6",1030,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNn5Oa9ZrovHib5s8wy2lknV9xzoj4XY_SeyAB9=w138-h92-k-no
Albacha restaurant Arabic,ChIJWRmI9XdZzpQRBPF0JfYKcps,7,"4,5",11,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOD5gctR0Tk0lOg5VBv993xqrh2EifKRzy4_kTx=w122-h92-k-no
Sandra Karam Cozinha Árabe Comida Árabe Pratos Árabes e eventos árabes à domicilio,ChIJIWbHjDBRzpQRDxXADmdpjT4,2,5,37,5,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipMDF6RcIPT13WOJZF3mGpuS-FZOUQ0v9pVXAXjc=w177-h92-k-no
Almanara Basílio da Gama,ChIJoV3-Pk5YzpQRVUmLwCQkCRU,15,"4,5",2560,2,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNZr7sdftcc2IBHHJRQq2JH4GmCp1I_AHOCbCUW=w122-h92-k-no
Central Beirut,ChIJz_4t3jRZzpQRi0C4O8jUKvU,1,"4,5",375,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPabdfLLEMSCMZ5FCVQDmYsFdF6yknyRBsteiBM=w92-h92-k-no
Farabbud,ChIJq6qJ3_5ZzpQRFAYWUYD3l5Y,2,"4,6",648,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipPahMAuKCjxSfL-ziqo-Yqq0vtFXirUZOXzwTjq=w122-h92-k-no
Dubai Restaurante Árabe,ChIJodAJNplZzpQRACGamGjwunA,8,"4,6",89,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMB3VQI0s-6IkIWnNf6uoO74-9bTs96m2S5Y3_F=w122-h92-k-no
Hazz Comida Árabe e Brasileira,ChIJI4XtlZFXzpQR86KhB4F9nLg,5,"4,4",82,5,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipM31-hFcdR7OQe-qHrortFcFmi61WhOAX2iiL_Y=w122-h92-k-no
Malakut - Árabe,ChIJ0ZLehEVXzpQR1C3AQDbVSTA,2,"4,5",384,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipM1oM43fRMfvpVfv5enZs6QppOCKl7aEulxIymz=w163-h92-k-no
Casa Lins - A Casa da Esfiha,ChIJecoZBHBZzpQRqStC99cFFRg,8,"4,4",813,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNjxcE4rANkGtiwWDXNGMu4hXfiV03WKUT_azlk=w92-h92-k-no
Restaurante Baalbeck,ChIJIS1dPdFZzpQRbe6mPU0S-l8,5,"4,3",64,5,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipPB-xbxf7n7G_O9iGca_YjxC-Gi9bXSReUWgAhQ=w122-h92-k-no
Almanara Oscar Freire,ChIJfSSix9ZZzpQRbUkhI2rXZdg,15,"4,5",1392,2,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipOgNJo--NwAg5cLbo9qbtZ_1fLOKD6AZhhZXtk=w163-h92-k-no
Beyti Restaurante,ChIJb-mN5FBXzpQRpMujsK25JyI,12,"4,5",679,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipPSqVVEjk7-Wog5FnDOkjK6QYHP48imTeGhTedf=w138-h92-k-no
Cozinha Arabe,ChIJpykg7VVYzpQRBGhx6C3Nrqg,10,5,1,5,middle eastern restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r_evyvv6sssaZBE52wMd2Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=284.887&pitch=0&thumbfov=100
Rosima - Pamplona,ChIJ84LgUttZzpQRjuh--sGQPK0,6,"4,4",604,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNFlkYbhbxpygV8lBxlFn7mwJe0iyF76P9FR-kf=w163-h92-k-no
Rosima - Itaim,ChIJc46TfF1XzpQRRuRZYrcsIaw,6,"4,4",356,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNH8jn7fBLlh1uJMZ_T_j49K1qxy13bArJA10oV=w163-h92-k-no
Majâz,ChIJv8sUUj9YzpQRFEiWJ9I1A6c,5,"4,6",603,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipOCNX99UA6RCz7LtCLSs-wJTuVkyKxOPhoMVc5g=w122-h92-k-no
