Nome,ID,Cluster,NotaMedia,QntdAvaliaçoes,FaixaPreço,Categoria,Thumbnail
Esfiharia Effendi,ChIJx-bUOPZYzpQRDk9tX14N7ZU,11,"4,7",1601,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipN5GQD1-l-uRz-7CVI6TxbMIMfXgSUSLUbHKOW5=w163-h92-k-no
Almanara,ChIJdQHncEVRzpQRGyM4XRLk_yM,11,"4,5",593,2,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipOOzozF8W3toj12AYfE2XNmMLFARISjMzqei1M=w122-h92-k-no
Brasserie Victória,ChIJpzyE1FtXzpQRO-bzII-2G64,12,"4,6",1556,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNaTto94ZgvDYbGbsQeUabdXf4T0db96A3tSFM2=w122-h92-k-no
O Beirute Esfiharia e Restaurante,ChIJYfWuMO5bzpQR0UzPkFPHl9c,4,"4,1",1316,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipONgr-8KwRCl7zMGlgguSOMzLPX508277N8_5V7=w80-h106-k-no
Art Esfiha,ChIJ8eP41exZzpQRAnwEDIfxTHw,1,"4,4",758,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipN13m46QWXBg9LSMjKGwNj8bP7JeRykrGNj-CG4=w122-h92-k-no
Restaurante Folha de Uva,ChIJI5aH8DZazpQR9Ec604CcIHI,1,"4,5",643,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipMTjDzDtbAtpyDSp-hSersQoSan0PHvJEQlVEBF=w122-h92-k-no
Sabores Árabes,ChIJVwoaFIhZzpQR9frTvc1GTOQ,12,"4,1",7,5,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNuqw_bw7PSRfAibFppW7LU_NwbZU1cjOmu0dyk=w80-h106-k-no
Jaber,ChIJWZwJ_p5XzpQRj5GvL81Z780,3,4,476,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipOH-YXQxpfUNrKjUBth5D5oUomebXrCrDEfvtYB=w138-h92-k-no
Comida árabe malakut,ChIJyfM_i4FZzpQRYrF2tX1V8z0,4,"4,4",14,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNdutiXZ8sHIOh2nUfYYcWiSXvWtsNmADMgcsNj=w92-h92-k-no
Cozinha de Damasco,ChIJn2BJNTlDzpQRJsIMo_co4sY,14,"4,6",95,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMhv6a9ANM13rt_SmPo5WP8PCTWzU9XY0eBLWPj=w92-h92-k-no
Jaber Delivery,ChIJJxGGJ4lZzpQR49MPCO96ZQ0,8,"3,9",348,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipO4115nzj0baCKa_vmPAPKTu0us-Tjdg6xUoKo9=w189-h92-k-no
Shuk Falafel & Kebabs,ChIJxxsf6stZzpQR9bowNgdABNE,13,"4,6",415,5,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipMB52Ffs9BEwGgIi5t_Vhx5edZ6h1iP7vVE8Vpp=w80-h100-k-no
ABOU HAGOP,ChIJb_EOLl5YzpQRX5X-X2KwWwk,11,"4,7",356,0,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipP3w07GdVPskoMmxcj3-h6ExV2hkFdCua1tVkeu=w122-h92-k-no
Chef nour delicia àrabe,ChIJ-8L2CwtRzpQRpyOPpxv15nQ,6,"4,3",3,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNp5RC1fRafn12hVWFq3wCrq663RUvjfd3EB-Iy=w80-h160-k-no
A Libanesinha,ChIJj2TetiRazpQRKlscHuFGLQw,14,"4,8",219,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPY6wIc_MRUWWQTDB6kMPnfwYB0j53vq3U23uYt=w163-h92-k-no
Almanara,ChIJazllhXJXzpQRLPQXuzFmRcA,15,"4,6",772,2,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipODR1eqnY6ulfwt2eiH1wKRlL8jSGOYsseqgPYl=w163-h92-k-no
New Kebabel,ChIJ0zaVQjNYzpQR-qPgZ7gP4M0,4,"4,3",429,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNrQ6AGzR7cYd2Vaau5VTuf7LlBV6JW2fPzeEdx=w163-h92-k-no
Kebab Semíramis,ChIJwYmMDLBZzpQRA_sXyBt497Y,1,"4,4",272,0,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipPknCHmL9G35tJE-9Z-wq_3O0ZbBO8KULkLM7W1=w115-h92-k-no
Restaurante Sabor Do Líbano,ChIJP5UXhAZczpQRSih9V6YdOP8,5,"4,8",403,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipO1J6Kl5FhNUvxmg_UE2OJFzllGj6wDnfHpgj4y=w122-h92-k-no
Lebanon Food Augusta,ChIJ5Zu-pzVYzpQRUXV9vq-0pvQ,8,"4,5",536,5,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipN4E88ncLx4OA3xvOi_ulzhu-OiwCaOegTB0Wcz=w189-h92-k-no
Saj Restaurante Árabe - Vila Leopoldina,ChIJV2wQLZj4zpQRomkx7x5mmPs,8,"4,4",1750,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNv7kMe6MDgnNrpix-sfgAQgumvbDFT6NhZzfre=w92-h92-k-no
O Sultão,ChIJmzwoGz1ZzpQRxRe5AV_GL8s,15,"4,8",22,5,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipOwWICc9wBDE8EY1ehvhUTVA5vSaIPk6dKRsZrQ=w80-h106-k-no
Shawarma Anwar,ChIJCzjazu1XzpQRQqGOeCkO2K8,4,"4,5",1609,0,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipNMeLrilDE9cmhWg_nuvKBHJm4GOeguJlusY05F=w122-h92-k-no
Duana Restaurante e Pizzaria,ChIJBzlfFfvwzpQRYT54sLOFSqE,13,"4,6",1518,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipM8h-uu3BoBotJlYTJtPj5NPUY5ASV-XtPF1mXu=w122-h92-k-no
Mirante da Cantareira Restaurante e Bar,ChIJRTYI_iPxzpQRyac-3oGmGko,15,"3,8",65,5,restaurant,
Sacho Japanese Restaurant,ChIJJ2lNs-PwzpQRpczs0LyyDnE,4,"4,4",758,1,japanese restaurant,
O Pescador Serra da Cantareira,ChIJIezdRsPxzpQRc3lHz8PQ1es,15,"4,2",360,1,seafood restaurant,https://lh5.googleusercontent.com/p/AF1QipO2hTp-buGt7VwxVh6zaa3h9DlRRvvFw-PHcZlz=w123-h92-k-no
Pelozato Gastronomia,ChIJiQAtlpbxzpQRXphJyIuV9Uk,15,"4,6",9,5,restaurant,
Restaurante Cantareira,ChIJqQImzRrwzpQRDLFqHOOBOvc,10,"4,2",1780,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipN3Pak0uA1VQtUif4gYgY2YoELsRVko09v9RcRE=w122-h92-k-no
Na Cantareira,ChIJIQ2KBPvwzpQRLA8AoOcJbwo,13,"3,7",3,5,restaurant,
Restaurante Dib,ChIJVfNQ3bTzzpQRXjTuF2Gm0yU,15,"4,2",1680,1,buffet restaurant,
Terraço Cantareira,ChIJkzcCQ03xzpQRPXl3C9qAXZs,13,"4,4",14,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPJf4yqbJOBJUGZ-76MwKnkrzxJq6IrvqSCPvVE=w122-h92-k-no
Vila Cantareira,ChIJhfp8BOHxzpQRIvn_ogAyZPc,4,"3,9",54,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipO--0i18qkC2oQJ-yS8l12uxyymj3NDAPLKDfXb=w80-h106-k-no
Gigante da Serra,ChIJEyqsFyHxzpQRGDsBf33YVAM,6,"4,7",350,0,restaurant,
Bar Do Pedrão,ChIJy_Jy8mJVzpQRkBOI9xRlwWc,5,"4,2",426,1,bar,
Tuttonino Pizza Bar,ChIJQYnssKLxzpQR7ZQM0xQMe14,10,5,27,5,pizza restaurant,
Babo Domenico Pizzaria e Costelaria,ChIJscx9BZXxzpQRBodfASOpYbU,2,"4,4",1181,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPWr-q7pcmZWPpwR0HC_Su_TC5lEZrV3Bg1UoYq=w122-h92-k-no
Tasquinha da Serra,ChIJmd_yAr3xzpQRHHdujTUZaoA,15,"4,7",142,5,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipNWmJ_VdZ4Qv97nOdNX_d_paZ9Di08CZ8-FWtbF=w122-h92-k-no
Restaurante Rincão Mineiro,ChIJaZbfRsPxzpQR6yg-C__v3hA,8,4,24,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipPlynDuIuTHT3NFeIvId47jcnQ7heq51EHCV4__=w122-h92-k-no
Boteco da Serra,ChIJIY3hpiPvzpQRSmH5SdbJAoo,1,"4,6",63,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPkodhFmJbNJgApgLVkzR05g153aM9c_j1oTDr9=w122-h92-k-no
Restaurante Turquesa,ChIJx5M4hoH1zpQRD5jCdCWjQHg,0,"4,3",3,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipM1p0Sg_LwyXlhKWSrcY_m69xCJqkz9SgjB5tTc=w80-h173-k-no
Alpen Cantareira,ChIJxxDsBGHxzpQRycjGN2G0Uf4,15,"4,5",221,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOETWZik_ctGtAXhomhWKOvtZG5TWOFY-oKZGsD=w80-h106-k-no
Bar do Bil,ChIJp0_7opX1zpQRsj46u6-lEZs,10,"4,9",26,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipPKTA--d7QwbwB_76ejoK7RmQY1Gs1VAWo2r_id=w91-h92-k-no
As Pizza,ChIJLS2oOrrwzpQRRFR60EiF-WE,12,"4,6",167,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipMNxSOEFhuY-nn6JLonvwRzahMTY95J6-y_f-rZ=w138-h92-k-no
Restaurante Graveto,ChIJmap5mwf0zpQRFtCfsECdaH0,8,4,128,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipOrm4CCI0FyztdOl5ruCugQWYygVxB-1E2NLRgd=w122-h92-k-no
Cantinho Da Ana,ChIJHXQHzSD0zpQRoYbuyCzVc_o,5,"4,4",12,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipN0GDK2dR-vhIzRtQl7csWxwPAPBsoO8W57yC78=w80-h142-k-no
Carijo,ChIJzYfHqO3axUwRMhFqVPZ3FwY,8,"4,7",3,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMYLz-0YQF3O0KJcJg8WDPN9MqGW6KQKzkGh_Fp=w122-h92-k-no
Orbafbier Garden Chopp Bar e Restaurante,ChIJV01HCg3xzpQRfd_3CZEo8jw,5,"4,6",138,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipM0edqTBMedJVV46iGo_kim9W8OFhSxXzLW4REr=w122-h92-k-no
Pizzaria Serra Verde,ChIJ6YBbAcD2zpQRvpC3VqK_kbM,4,"4,7",144,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipOOp9X7fB1WPitGtEkeURRYeoSTlLQEr6bORIzb=w122-h92-k-no
Pizzaria Cantareira,ChIJ4TvFbgj0zpQRzyiywtzq-BU,9,"4,5",85,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPsBSWHjp6qXwpUh69kKKDzgArHziKuhEFIze-O=w147-h92-k-no
Restaurante barrocada,ChIJIdXU7LDzzpQRG1JmNgO0Oyc,8,5,3,5,restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uGG7ZALTIZ4-UYMhSZPsWQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=128.02487&pitch=0&thumbfov=100
Lanchonete 2 Irmãos,ChIJFU8VjKf2zpQRU3UmENnlMfY,7,"4,3",4,5,bar,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=El9hv1t0BNU6PodFPsPqXg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=89.254326&pitch=0&thumbfov=100
Bina's Burguer,ChIJ-fGzMRD0zpQRTSiJ4NPIWC0,5,"4,7",7,5,restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7HUQmlYXfWWodn71NBYUig&cb_client=search.gws-prod.gps&w=80&h=92&yaw=323.76227&pitch=0&thumbfov=100
Espetinhos do Jorge Bolari,ChIJJQMTGvHzzpQR4qivqY8VTRk,8,"4,2",5,5,bar,https://lh5.googleusercontent.com/p/AF1QipOhv9QJ40RqKVQFk-BBuYgr7PHtK49EFUNvJtkB=w163-h92-k-no
Finantes Lanches E,ChIJXbjPIgX0zpQRSnbyE_8bIn4,5,5,1,5,bar,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=afmSe1awsSe-U7TcbPW9zg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=273.6092&pitch=0&thumbfov=100
Chalezinho Bella Suíça - Serra da Cantareira,ChIJ1a2tyY36zpQRghlbemzrzSw,10,"4,9",68,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPrPcDF5bFfOGTVMRN0fr9AGj-njfyA8uBMvxK0=w137-h92-k-no
Coluna's Bar e Lanches,ChIJB2DkaU31zpQRR3qwok8-H9Y,7,"4,5",,5,restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fR9cCujzXT6rAPcEgO12aA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=28.315006&pitch=0&thumbfov=100
Restaurante Boi na Brasa,ChIJAT4cbm31zpQR3ljZdCWm4Bs,12,"3,8",123,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMhgiFqm5lTiP39es5aS5SqzfF4BClD3V241PQG=w80-h93-k-no
Pesqueiro do Arnaldão,ChIJI6tAxaD2zpQRdCJ22-4I07w,11,"4,3",801,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNOUqx-_EObtf1gRy0PmHv4mufnLzJe4z0t0IFJ=w122-h92-k-no
Nova Paris Pizzaria,ChIJAzqNy7v1zpQR7ZIbhrlORwA,10,"4,9",22,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipMUffG-uE3GZ2oR5j7KIfjQDEPD8XPR2VY5kY4d=w80-h106-k-no
Naoko Restaurante e Temakeria,ChIJHZcujtztzpQRCTOWXY5Uf7A,1,"4,5",1182,1,japanese restaurant,https://lh5.googleusercontent.com/p/AF1QipO0_nruysJCwDOnVouNEYlxPRDDfijzEe3QPe9t=w163-h92-k-no
Carumami,ChIJKbzhvLX1zpQRtAU5Ja8ekfc,1,5,4,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipN8cd9TbCQ8qbVtHhdNSxSY_e7vcJcMySJGgn0c=w163-h92-k-no
Restaurante Marmitas da Patrícia,ChIJ_0nZ3yT3zpQRWJ87wtA8fcs,9,"4,7",18,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipP1zNdhmfSv8XLS9JwXEef7KQoWUCIGeOid-1IX=w122-h92-k-no
Pizza & Beer 7055,ChIJnRvU5sP2zpQRkIQNlpvRD40,12,"4,8",358,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipOYxEBCyBSzHkiHXeXsyPiRrB4v2NL2V-rMNw9x=w122-h92-k-no
Cantinho do Nordeste JC,ChIJbUbujSH0zpQR2uNToTXtDsE,4,"4,3",43,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipOM6mR-IijVqZbhDUDKE59Zok3-CiRtwOlPxzTf=w122-h92-k-no
Bar e Restaurante João venancio,ChIJcUZEDL33zpQRhEeQwWvkVKs,9,"4,5",,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMN66GgEtNZXo30kstnKw022ovCV2vk_xUO1RxR=w163-h92-k-no
Pastelaria e Doceria Tia Beth,ChIJL_QilQD0zpQRPNAPsUh7ulo,9,"4,6",73,5,fast food restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VvTlZsiLe3QaN5xzL4EZ3A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=356.68216&pitch=0&thumbfov=100
Costelão Fogo de Chão de Mairiporã,ChIJHSbid3TtzpQRP1ifWYYuy_Q,11,"4,4",3598,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipMM96gtkKdiehDx9MxN3SlZQtS0qYj8q86BEgB1=w122-h92-k-no
Lanchonete 2 Irmãos,ChIJh1ylfRr0zpQR6d7DUXn4ISI,10,"3,9",12,5,bar,https://lh5.googleusercontent.com/p/AF1QipNilvimG6d0tsaAM22WiD6Jr4wJd1fEEpbost0=w80-h106-k-no
Kanagawa Asian Food,ChIJ5fTLuHz1zpQRJcMVaZ_yJ5w,1,"4,4",7,5,restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E1KRkBnWP6QgU7_y32l3kg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=81.83104&pitch=0&thumbfov=100
Pastelaria do tatão,ChIJI2dIDATzzpQRtwT51JsSajc,3,2,2,5,bar,https://lh5.googleusercontent.com/p/AF1QipOH99VWPNfrJRNqy6LxMKMU38IfH_z8WmEfYF9-=w80-h142-k-no
Renan Pizzas,ChIJpWqe5gD0zpQRLAKWUlrI5ek,12,"4,7",39,5,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipMV6FBR3AQKGLUqNxA_bmnmzuMD_4psSpNsMmX7=w163-h92-k-no
Restaurante & Hamburgueria da villa,ChIJGZ3OHl_1zpQRzYXSSNZsiK8,11,5,1,5,restaurant,
McDonald's,ChIJ850_7ivoypQRNkG2QFHWBjE,14,"3,9",3736,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipPkIkmSYFguZBpYL3YL5aiOwxCp_mibAQ7RZzyr=w122-h92-k-no
Sabor da Norte,ChIJS1gkaVf1zpQRcbVgEWaBwEc,13,"4,9",7,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPOViYjDc8E6stJDcB2_tBwOiEkEatk2djC4mZk=w108-h92-k-no
Adrena Burgers J. Das Pedras,ChIJVbqDuQ71zpQRExf_kysknmY,15,"4,6",48,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipOfZb0IYiy_KoD23Beo561ZK_xfOTWjl4Sole_t=w122-h92-k-no
Café Manacá,ChIJ6xm-t6fxzpQRmGF9UIIzCXk,11,"4,7",623,1,coffee shop,https://lh5.googleusercontent.com/p/AF1QipOvdBO0Kk04nPpZwlgFP64DODWx-dKtmogOPejL=w80-h100-k-no
Restaurante Japonês - On’na Sushi,ChIJjc2jwT_1zpQRIrF9L7UIzL4,13,5,1,5,japanese restaurant,
Bar e Restaurante Delícias da Ray,ChIJ6-VzMdr3zpQRZvxkLpDEmGc,14,5,2,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMa-u6-_ybPRIsUSpPgBBQb2wy2rcMvwcw2MiDB=w122-h92-k-no
Mercearia do Prosa,ChIJzRq8YcHxzpQRFAfXGzkH90s,2,"4,6",1706,0,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipNzp5DlEf4OdtkQ9w0pTa29FrEmWnRUNZpog8DZ=w122-h92-k-no
Ohana - Açaiteria e Gelateria,ChIJQ2Vppw_xzpQR1Z_hECEf08Y,14,"4,3",37,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipO4Bla0WDvQmPpXpahhq5EnqZ1fs6GPhSPGWC9j=w80-h106-k-no
Îukeri Bar e Eventos,ChIJKzyOfUDxzpQRjf-fBOMFxf8,3,"4,4",157,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOVs0zkGqyyPQHnaA--Lxlatzk2Z3TxGrzmibef=w122-h92-k-no
Manico Burger,ChIJ8auIAmz1zpQRVNoq0X-4OFw,0,"4,4",110,0,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipNjWjwybkq6QPryAziEfeagav0N4ev9T2rLUnJp=w80-h106-k-no
Nonno Paolo Trattoria e Pizzaria,ChIJx4pUo5RZzpQRvJQMPqi3Tc0,2,"4,3",815,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipPS0PDHOwpEW42aAy1h9m28LI7O8qnqi84r4uKF=w163-h92-k-no
Habib's Embu,ChIJoTvUcM9UzpQRv02MCjUr07I,7,"3,9",3084,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipNJo1oJRpHFNV-iXELscnDrv2i2CWjyYLV2t2eV=w163-h92-k-no
Restaurante Cantinho da Serra,ChIJacfGKgXwzpQRngzoXkJ3Pc4,11,"4,4",663,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMF2ufNLT8yjw3r9H9jhOBLM4VWGras_6QdM-_s=w137-h92-k-no
Restaurante Magnólia,ChIJVTcA1M5ZzpQRJzfefXaq1Hw,6,"4,3",50,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipP5vI4L5RELXurziLmIL8z8Qg3EROURhz4MPg04=w163-h92-k-no
Restaurante America Paulista,ChIJceiRLr9ZzpQR0OTwqauISAc,5,"4,3",4842,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipNlu6ieadKQFHcDZCc6Cph68wupYHJkiggx_fQY=w163-h92-k-no
Sabor e Poesia Grill Paulista,ChIJ8zWi085ZzpQRuJO6y2up4SY,9,"4,6",59,5,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipOjY_6UsFJ2IB2OsgAaWD_3lZ-RPRw8P-qN6vHj=w80-h142-k-no
Ikioi Restaurante Japonês,ChIJT44VLM9ZzpQRN1-E09FlCTM,10,"4,6",148,5,japanese restaurant,https://lh5.googleusercontent.com/p/AF1QipMqIeEWEgOPhzcCDHVgZyOunGoZeu3I1365UM7C=w80-h106-k-no
Old House Restaurante,ChIJCTbNo8hZzpQR-NLQxJLcAB0,5,"4,3",853,1,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipN8jBA_C9VT93-cn2T0o8Bnsz9QbNHzKzgoR9sl=w80-h106-k-no
Bistrô Tivoli,ChIJCdv2ychZzpQR6V__QqfQAPM,3,"3,9",18,5,french restaurant,https://lh5.googleusercontent.com/p/AF1QipNcd1f46vJvmM1-8BACLOo9c0zBRV2J-Saujgrg=w163-h92-k-no
Savana,ChIJIc-sycZZzpQRSuDKVrnPrP4,11,"4,3",1169,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNq0bPpaulvnNqQMlspjwrL3eiiqc9yVqK3kGh-=w122-h92-k-no
Bar da Dirce (Pânico),ChIJ8dQOpARZzpQR1GhLEJM79Ec,12,"4,4",232,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOOHLpIyswfYsb2ZbqjS7C5Gcqk7X9Q7dRbfNmb=w80-h106-k-no
A Casa de Antonia,ChIJndXEcYhZzpQRVRZm4soltyM,5,"3,7",38,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMQTLaYHbN1Sop21SAj2z_s-0LPuWlK9a-0_GcF=w122-h92-k-no
Sabah - Restaurante e Serviço de buffet,ChIJi_slv7hZzpQRxlHo6l-RfPA,12,"4,5",540,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipMTbxTQMbXHUp_WncSlb2_WtdmrCsQp_1_hu24=w80-h106-k-no
Domínio - Lanches e Restaurante,ChIJi9qo3r5ZzpQRkSufedRSg5k,14,"4,1",136,5,bar,https://lh5.googleusercontent.com/p/AF1QipNwyfJCojzqKlOw6LQboVht9xkBAs8DVKshX15n=w122-h92-k-no
Bob's,ChIJI5LbrM1ZzpQRWpa3Hlzow1c,1,"3,8",2781,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMrVbf4AD9fcczOK7DKQ2AFXSVg1mBxG_SaMJTZ=w122-h92-k-no
Boali | Shopping Center 3,ChIJn38K7lVZzpQR7bZxQ2UuPVE,6,"4,3",115,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNrzEv-cxkTJ8xqVheTHKsqkGOrTFVdHxO15YKh=w199-h92-k-no
Julí - Comida de verdade,ChIJj4ShL8ZZzpQRuPZZsPMNub4,1,"4,4",266,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipN4wgawj8-MsDKkMiJSnUraY9sXexg50XzdX9k_=w138-h92-k-no
Restaurante Pamplona,ChIJgzHQCMZZzpQRkAtWQQ98N1E,12,"4,1",225,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipO_0Tq86OwNerwCOdLp4g82C34oGGgp5jBU5pf0=w122-h92-k-no
Subway,ChIJHQbUEM1ZzpQRPgy7Dg_eupw,6,"4,1",318,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMBwkDGlTbsNw19OWGLJonmRkx4oXNyk5J--qaZ=w163-h92-k-no
Madero Steak House Pátio Paulista,ChIJS34Gf_VZzpQRnE-by5aHG9k,0,"3,8",74,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipP5n76E2Q7SlSoYOlZmxUooI8dfhmqRlPLpZ8H3=w134-h92-k-no
Temakeria e Cia,ChIJQw83MMZZzpQRzE3yUPC6H04,5,"4,3",2153,1,japanese restaurant,https://lh5.googleusercontent.com/p/AF1QipPvoOcai34YCWqZhVnjd2uozpxoXuyLMfkSBzVB=w122-h92-k-no
Gemma Café - VIP Office,ChIJbc0c0hhZzpQRUx6BFOslJOo,15,"4,7",62,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPHJS07HPCo6mlqc03Xf9tlE_K_jGq48akdP8W0=w122-h92-k-no
Áthor Gastronomia,ChIJKYytBnFZzpQRcOH4jEmijQc,14,"4,7",859,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPZ_5iLxE9Rk25W_Uhoums3kt8Sg0O3KsYa7ynI=w122-h92-k-no
Restaurante Murakami,ChIJtVl600tZzpQR_ime0PfBk4A,5,"4,9",125,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipO0LQV--_rKgGLBAR0UFEGyMQW32Q4IZV28jRKL=w122-h92-k-no
Puppy's Bar,ChIJs89xk8dZzpQR0oK2TcBZHYc,7,"4,2",1117,1,bar,https://lh5.googleusercontent.com/p/AF1QipM1pwUUv6zS1tSamLHA3vDwoM3BDLxNPzfm9L4Y=w184-h92-k-no
Restaurante e Lanchonete Bardot,ChIJo3noVsZZzpQRzrROXPPAql4,8,4,115,0,bar,https://lh5.googleusercontent.com/p/AF1QipNJddmbnXTzVclZrIzYofno5ek8EzUP6kURHNs6=w122-h92-k-no
Griletto Top Center,ChIJ0Qk6kEFZzpQRRPFwuFZOrQk,14,"1,8",27,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipNHmMfTSdyD1NufUCakGA_e_e4iM170wykUWXk-=w122-h92-k-no
"1900 Pizzeria Jardins: Pizzaria em São Paulo, Pizzas, Doces e Veganas",ChIJMeqxOtdZzpQRTl-pVPIQwNQ,4,"4,5",1333,2,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipNTxKyNaBaVJl5gFvO7uS78cPI5aiOUm1abR4ai=w138-h92-k-no
Villa Coqueiro VI,ChIJUT9Ex8xZzpQROmuZ8FfX3bk,3,"4,4",855,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNKTRfS7hlGFZnl3uix0dkAKFIMDwVy-fSjmLIl=w163-h92-k-no
Ibotirama 2004,ChIJlfU1QjNYzpQRbkbaqiB3NSc,8,"4,3",3866,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOxYQ8IeBWVEiYtr3tk6IcWBEfxRWjyHQjRURxK=w122-h92-k-no
